32 28 0.125 -0.142857142857143 0.606541389890074 0.52718558793811 0.875 1.14285714285714 5.19818063677713 4.54840805717999 ; 21 32 42
27 27 0 0 0.410304145386664 0.410304145386664 1 1 1.90677966101695 1.90677966101695 ; 11 23
11 10 0.0909090909090909 -0.1 0.332967166617389 0.31217963217739 0.909090909090909 1.1 5.1789077212806 4.70809792843691 ; 11 32 42 52
12 12 0 0 0.208520141506618 0.207648872317648 1 1 2.10526315789474 2.10526315789474 ; 22 32 52
12 12 0 0 0.363669150724521 0.353884101690421 1 1 5.10618983679104 5.10618983679104 ; 13 21 33 43
18 16 0.111111111111111 -0.125 0.222008262583023 0.18362357031896 0.888888888888889 1.125 2.4085637823372 2.14094558429973 ; 11 22 31
15 16 -0.0666666666666667 0.0625 -0.116543309349613 -0.0874074820122098 1.06666666666667 0.9375 0.789473684210526 0.842105263157895 ; 22 52
11 10 0.0909090909090909 -0.1 0.187049359228803 0.161482437216726 0.909090909090909 1.1 4.54290150989527 4.12991046354115 ; 11 21 32 42
39 38 0.0256410256410256 -0.0263157894736842 0.720659878507205 0.701308180755884 0.974358974358974 1.02631578947368 5.80165289256199 5.65289256198347 ; 13 33 53
10 10 0 0 0.264958600999098 0.265973780446921 1 1 2.27272727272727 2.27272727272727 ; 12 33 53
23 22 0.0434782608695652 -0.0454545454545455 0.353408361084115 0.334338450443266 0.956521739130435 1.04545454545455 3.00130491518051 2.87081339712919 ; 13 22 33
17 17 0 0 0.317948128687405 0.317948128687405 1 1 2.91762013729977 2.91762013729977 ; 21 43 53
22 21 0.0454545454545455 -0.0476190476190476 0.545539072777276 0.524878031700822 0.954545454545455 1.04761904761905 5.09259259259259 4.86111111111111 ; 12 42 52
12 13 -0.0833333333333333 0.0769230769230769 -0.152855695910666 -0.122883990830143 1.08333333333333 0.923076923076923 0.701754385964912 0.760233918128655 ; 22 32
21 20 0.0476190476190476 -0.05 0.0028501597951257 -0.0256514381561313 0.952380952380952 1.05 1.00478468899522 0.956937799043062 ; 13 21
20 20 0 0 0.343037735658155 0.343037735658155 1 1 3.12044934470564 3.12044934470564 ; 13 22 43
49 48 0.0204081632653061 -0.0208333333333333 0.913346259032624 0.883883476483184 0.979591836734694 1.02083333333333 2.72222222222222 2.66666666666667 ; 42 52
18 16 0.111111111111111 -0.125 0.404701496513842 0.38065317915891 0.888888888888889 1.125 7.2256913470116 6.4228367528992 ; 11 22 41 51
27 26 0.037037037037037 -0.0384615384615385 0.599221241579107 0.56888298367662 0.962962962962963 1.03846153846154 5.72033898305085 5.50847457627119 ; 11 23 31
27 26 0.037037037037037 -0.0384615384615385 0.757238288343863 0.736346664495034 0.962962962962963 1.03846153846154 51.4830508474576 49.5762711864407 ; 11 23 31 41 51
21 21 0 0 0.327681968422467 0.327681968422467 1 1 3.01435406698565 3.01435406698565 ; 13 22 53
15 15 0 0 0.239401969279088 0.229832591288657 1 1 1.9573727707699 1.9573727707699 ; 13 21 33
43 42 0.0232558139534884 -0.0238095238095238 0.655502392344498 0.626794258373206 0.976744186046512 1.02380952380952 2.13223140495868 2.08264462809917 ; 13 33
20 19 0.05 -0.0526315789473684 0.529456482385466 0.517800597241613 0.95 1.05263157894737 25.5309491839552 24.2544017247575 ; 13 22 33 43 53
11 12 -0.0909090909090909 0.0833333333333333 -0.00913346719548128 1.24341714420143e-05 1.09090909090909 0.916666666666667 1.36287045296858 1.48676776687481 ; 11 21 42
11 10 0.0909090909090909 -0.1 0.158099890904008 0.147176355039201 0.909090909090909 1.1 1.86440677966102 1.69491525423729 ; 11 32 52
34 33 0.0294117647058824 -0.0303030303030303 0.437037410061049 0.407901582723646 0.970588235294118 1.03030303030303 1.78947368421053 1.73684210526316 ; 21 52
10 10 0 0 -0.0662266178532522 -0.0662266178532522 1 1 0.833333333333333 0.833333333333333 ; 12 53
10 11 -0.1 0.0909090909090909 0.17867948668727 0.17831112445466 1.1 0.909090909090909 3.71691941718704 4.08861135890574 ; 11 21 42 52
44 41 0.0681818181818182 -0.0731707317073171 0.893725749918909 0.833023002096929 0.931818181818182 1.07317073170732 8.14814814814815 7.59259259259259 ; 32 42 52
11 12 -0.0909090909090909 0.0833333333333333 0.133241806221576 0.142548557647078 1.09090909090909 0.916666666666667 1.55367231638418 1.69491525423729 ; 11 42 52
18 16 0.111111111111111 -0.125 0.404701496513842 0.370828057093841 0.888888888888889 1.125 7.2256913470116 6.4228367528992 ; 11 22 31 51
47 46 0.0212765957446809 -0.0217391304347826 0.791320018671387 0.76236928628097 0.978723404255319 1.02173913043478 2.38983050847458 2.33898305084746 ; 11 51
12 12 0 0 0.197532073835983 0.188031541185564 1 1 1.87226960682338 1.87226960682338 ; 13 21 43
24 24 0 0 0.145679136687016 0.145679136687016 1 1 1.26315789473684 1.26315789473684 ; 22 53
16 16 0 0 -0.0684762383262326 -0.0684762383262326 1 1 0.872727272727273 0.872727272727273 ; 13 52
16 15 0.0625 -0.0666666666666667 0.478925825411959 0.454201305370388 0.9375 1.06666666666667 9.74658869395712 9.1374269005848 ; 12 21 42 52
21 21 0 0 0.0582716546748065 0.0582716546748065 1 1 1.10526315789474 1.10526315789474 ; 21 53
20 20 0 0 0.44852772186809 0.44852772186809 1 1 9.36134803411692 9.36134803411692 ; 13 22 43 53
45 44 0.0222222222222222 -0.0227272727272727 0.894635505056936 0.874852465218276 0.977777777777778 1.02272727272727 8.00395256916996 7.82608695652174 ; 33 43 53
18 17 0.0555555555555556 -0.0588235294117647 0.313909448441731 0.294485563550129 0.944444444444444 1.05882352941176 2.84210526315789 2.68421052631579 ; 22 41 51
50 49 0.02 -0.0204081632653061 1 0.98 0.98 1.02040816326531 9 8.82 ; 31 41 51
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 51
14 15 -0.0714285714285714 0.0666666666666667 0.212951067119622 0.23191813860983 1.07142857142857 0.933333333333333 2.04678362573099 2.19298245614035 ; 22 42 52
50 49 0.02 -0.0204081632653061 1 0.97 0.98 1.02040816326531 3 2.94 ; 31 51
24 23 0.0416666666666667 -0.0434782608695652 0.406504100730533 0.387221248319223 0.958333333333333 1.04347826086957 3.44497607655502 3.30143540669856 ; 22 33 53
34 32 0.0588235294117647 -0.0625 0.616852624040045 0.578243697516877 0.941176470588235 1.0625 4.97076023391813 4.67836257309942 ; 21 42 52
44 42 0.0454545454545455 -0.0476190476190476 0.894959429780133 0.833238089795296 0.954545454545455 1.04761904761905 2.93333333333333 2.8 ; 32 52
47 45 0.0425531914893617 -0.0444444444444444 0.895660009335693 0.866359521075415 0.957446808510638 1.04444444444444 21.5084745762712 20.5932203389831 ; 11 31 41 51
12 12 0 0 -0.169753409684498 -0.169753409684498 1 1 0.677966101694915 0.677966101694915 ; 11 32
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 31
30 29 0.0333333333333333 -0.0344827586206897 0.730693040452846 0.709655270810638 0.966666666666667 1.03448275862069 7.5 7.25 ; 23 31 41
15 15 0 0 0.364583384153451 0.334611679072928 1 1 3.65497076023392 3.65497076023392 ; 12 21 32
12 11 0.0833333333333333 -0.0909090909090909 0.404162067130837 0.373582783520564 0.916666666666667 1.09090909090909 6.06060606060606 5.55555555555556 ; 13 32 42 52
17 17 0 0 0.464622349093135 0.459481095499015 1 1 7.95714582899938 7.95714582899938 ; 21 33 43 53
23 24 -0.0434782608695652 0.0416666666666667 0.0598533556976396 0.0883549536488966 1.04347826086957 0.958333333333333 1.10047846889952 1.14832535885167 ; 21 33
15 15 0 0 0.464998898415737 0.434870184655102 1 1 10.9649122807018 10.9649122807018 ; 12 21 32 52
23 22 0.0434782608695652 -0.0454545454545455 0.532942028372085 0.518300242127545 0.956521739130435 1.04545454545455 10.7655502392345 10.2974828375286 ; 22 33 43 53
12 12 0 0 0.375638082695384 0.364675992467825 1 1 5.84795321637427 5.84795321637427 ; 22 32 42 52
21 20 0.0476190476190476 -0.05 0.45206357718608 0.43763746198521 0.952380952380952 1.05 8.22096563723358 7.8294910830796 ; 13 22 33 53
16 16 0 0 0.367003309768784 0.357291367322983 1 1 3.50877192982456 3.50877192982456 ; 12 21 52
12 11 0.0833333333333333 -0.0909090909090909 0.230211055866128 0.199574311141144 0.916666666666667 1.09090909090909 2.18181818181818 2 ; 13 32 52
27 27 0 0 0.599221241579107 0.589570997448968 1 1 5.72033898305085 5.72033898305085 ; 11 23 41
15 14 0.0666666666666667 -0.0714285714285714 0.470970079589517 0.425872121833548 0.933333333333333 1.07142857142857 10.1526965562053 9.47585011912497 ; 12 21 32 42
37 37 0 0 0.604043492697268 0.604043492697268 1 1 2.19367588932806 2.19367588932806 ; 13 43
24 23 0.0416666666666667 -0.0434782608695652 0.414043151057241 0.394541898329053 0.958333333333333 1.04347826086957 3.74453921364677 3.58851674641148 ; 22 33 43
49 48 0.0204081632653061 -0.0208333333333333 0.899973418001914 0.870626458719243 0.979591836734694 1.02083333333333 2.67272727272727 2.61818181818182 ; 33 53
30 29 0.0333333333333333 -0.0344827586206897 0.730693040452846 0.709655270810638 0.966666666666667 1.03448275862069 7.5 7.25 ; 23 31 51
31 28 0.0967741935483871 -0.107142857142857 0.592858415180324 0.532600987659054 0.903225806451613 1.10714285714286 5.43859649122807 4.91228070175439 ; 21 32 52
12 11 0.0833333333333333 -0.0909090909090909 0.146801219425062 0.125970613926351 0.916666666666667 1.09090909090909 1.88323917137476 1.7263025737602 ; 11 32 42
20 20 0 0 0.339366142791453 0.339084355680982 1 1 2.87081339712919 2.87081339712919 ; 21 33 53
47 45 0.0425531914893617 -0.0444444444444444 0.791320018671387 0.733418553890554 0.957446808510638 1.04444444444444 2.38983050847458 2.28813559322034 ; 11 31
38 36 0.0526315789473684 -0.0555555555555556 0.500174203026464 0.442946033343802 0.947368421052632 1.05555555555556 1.85185185185185 1.75438596491228 ; 21 42
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 41
18 16 0.111111111111111 -0.125 0.404701496513842 0.370828057093841 0.888888888888889 1.125 7.2256913470116 6.4228367528992 ; 11 22 31 41
10 11 -0.1 0.0909090909090909 -0.0262430163170616 -0.00756019151675617 1.1 0.909090909090909 1.33809099018733 1.47190008920607 ; 11 21 52
19 18 0.0526315789473684 -0.0555555555555556 -0.0961594035849142 -0.124276188258866 0.947368421052632 1.05555555555556 0.847457627118644 0.8028545941124 ; 11 22
13 13 0 0 0.222541879881712 0.213041347231293 1 1 1.86602870813397 1.86602870813397 ; 13 21 53
24 23 0.0416666666666667 -0.0434782608695652 0.359024561106316 0.326504220426396 0.958333333333333 1.04347826086957 1.85185185185185 1.77469135802469 ; 12 42
37 36 0.027027027027027 -0.0277777777777778 0.758326037564629 0.743649828650084 0.972972972972973 1.02777777777778 17.9482572763205 17.4631692418254 ; 13 33 43 53
30 29 0.0333333333333333 -0.0344827586206897 0.798019780339635 0.782500895518531 0.966666666666667 1.03448275862069 22.5 21.75 ; 23 31 41 51
20 19 0.05 -0.0526315789473684 0.455423046936445 0.440887731577136 0.95 1.05263157894737 8.51031639465174 8.08480057491916 ; 13 22 33 43
10 9 0.1 -0.111111111111111 0.311673290686301 0.287196215730929 0.9 1.11111111111111 12.3897313906235 11.1507582515611 ; 11 21 32 42 52
11 10 0.0909090909090909 -0.1 0.00398829479555607 -0.00723888716899905 0.909090909090909 1.1 1.6354445435623 1.48676776687481 ; 11 21 32
18 17 0.0555555555555556 -0.0588235294117647 0.485432086331298 0.460864172662597 0.944444444444444 1.05882352941176 8.52631578947368 8.05263157894737 ; 22 31 41 51
29 29 0 0 0.230862943405181 0.230862943405181 1 1 1.38755980861244 1.38755980861244 ; 13 22
30 30 0 0 0.59603956067927 0.59603956067927 1 1 2.5 2.5 ; 23 51
13 15 -0.153846153846154 0.133333333333333 -0.264860111628623 -0.20862654228072 1.15384615384615 0.866666666666667 0.579839429081178 0.669045495093667 ; 11 21
12 12 0 0 0.46566339645709 0.456857671108363 1 1 15.3185695103731 15.3185695103731 ; 13 21 33 43 53
10 9 0.1 -0.111111111111111 0.182175896140707 0.166244566003125 0.9 1.11111111111111 4.46030330062444 4.014272970562 ; 11 21 32 52
12 12 0 0 0.361206977288302 0.356456710963093 1 1 5.61680882047015 5.61680882047015 ; 13 21 43 53
45 45 0 0 0.909870162371853 0.909870162371853 1 1 2.93478260869565 2.93478260869565 ; 43 53
17 17 0 0 -0.014297430984443 -0.014297430984443 1 1 0.97254004576659 0.97254004576659 ; 21 43
18 19 -0.0555555555555556 0.0526315789473684 -0.0518785847899556 -0.0230571487955358 1.05555555555556 0.947368421052632 0.909090909090909 0.95959595959596 ; 13 42
18 16 0.111111111111111 -0.125 0.519039317041704 0.489906597416921 0.888888888888889 1.125 21.6770740410348 19.2685102586976 ; 11 22 31 41 51
27 26 0.037037037037037 -0.0384615384615385 0.173859747502667 0.145358149551411 0.962962962962963 1.03846153846154 1.29186602870813 1.24401913875598 ; 22 33
31 27 0.129032258064516 -0.148148148148148 0.677494544757338 0.617763318802743 0.870967741935484 1.14814814814815 15.1072124756335 13.1578947368421 ; 21 32 42 52
30 30 0 0 0.59603956067927 0.59603956067927 1 1 2.5 2.5 ; 23 41
12 13 -0.0833333333333333 0.0769230769230769 -0.262714492984284 -0.234282188548756 1.08333333333333 0.923076923076923 0.564971751412429 0.612052730696799 ; 11 42
27 26 0.037037037037037 -0.0384615384615385 0.697503884014663 0.67250963299835 0.962962962962963 1.03846153846154 17.1610169491525 16.5254237288136 ; 11 23 31 51
47 45 0.0425531914893617 -0.0444444444444444 0.860880012447591 0.821929280057175 0.957446808510638 1.04444444444444 7.16949152542373 6.86440677966102 ; 11 31 51
15 14 0.0666666666666667 -0.0714285714285714 0.543540997460379 0.50445022781963 0.933333333333333 1.07142857142857 30.458089668616 28.4275503573749 ; 12 21 32 42 52
21 21 0 0 0.347445625708147 0.347445625708147 1 1 1.94444444444444 1.94444444444444 ; 12 32
12 12 0 0 0.187355372236386 0.186113956846893 1 1 1.94931773879142 1.94931773879142 ; 22 32 42
21 20 0.0476190476190476 -0.05 0.526447249252811 0.485299095382283 0.952380952380952 1.05 5.40123456790124 5.1440329218107 ; 12 32 42
30 29 0.0333333333333333 -0.0344827586206897 0.59603956067927 0.562926251752644 0.966666666666667 1.03448275862069 2.5 2.41666666666667 ; 23 31
37 37 0 0 0.706805826748108 0.706805826748108 1 1 6.58102766798419 6.58102766798419 ; 13 43 53
18 17 0.0555555555555556 -0.0588235294117647 0.313909448441731 0.284485563550129 0.944444444444444 1.05882352941176 2.84210526315789 2.68421052631579 ; 22 31 41
18 16 0.111111111111111 -0.125 0.222008262583023 0.193273814449099 0.888888888888889 1.125 2.4085637823372 2.14094558429973 ; 11 22 51
13 13 0 0 0.380492467614864 0.370816618739204 1 1 5.08916920400174 5.08916920400174 ; 13 21 33 53
47 46 0.0212765957446809 -0.0217391304347826 0.860880012447591 0.841579524187313 0.978723404255319 1.02173913043478 7.16949152542373 7.01694915254237 ; 11 41 51
11 12 -0.0909090909090909 0.0833333333333333 -0.25090634738361 -0.221955614993194 1.09090909090909 0.916666666666667 0.559322033898305 0.610169491525424 ; 11 52
39 39 0 0 0.606503825175203 0.606503825175203 1 1 2.12727272727273 2.12727272727273 ; 13 53
18 16 0.111111111111111 -0.125 0.222008262583023 0.193273814449099 0.888888888888889 1.125 2.4085637823372 2.14094558429973 ; 11 22 41
27 27 0 0 0.697503884014663 0.687853639884524 1 1 17.1610169491525 17.1610169491525 ; 11 23 41 51
50 49 0.02 -0.0204081632653061 1 0.97 0.98 1.02040816326531 3 2.94 ; 31 41
45 42 0.0666666666666667 -0.0714285714285714 0.87287156094397 0.781947440012306 0.933333333333333 1.07142857142857 2.77777777777778 2.59259259259259 ; 32 42
27 27 0 0 0.599221241579107 0.589570997448968 1 1 5.72033898305085 5.72033898305085 ; 11 23 51
47 45 0.0425531914893617 -0.0444444444444444 0.860880012447591 0.821929280057175 0.957446808510638 1.04444444444444 7.16949152542373 6.86440677966102 ; 11 31 41
12 11 0.0833333333333333 -0.0909090909090909 -0.135850023855518 -0.166038918045633 0.916666666666667 1.09090909090909 0.727272727272727 0.666666666666667 ; 13 32
12 13 -0.0833333333333333 0.0769230769230769 -0.0388709971513682 -0.00647849952522804 1.08333333333333 0.923076923076923 0.909090909090909 0.984848484848485 ; 12 33
18 17 0.0555555555555556 -0.0588235294117647 0.386308295061732 0.356392124940871 0.944444444444444 1.05882352941176 3.65497076023392 3.45191682910981 ; 12 21 42
24 24 0 0 0.194206770872017 0.194206770872017 1 1 1.37299771167048 1.37299771167048 ; 22 43
23 23 0 0 0.364246398192887 0.364246398192887 1 1 1.91666666666667 1.91666666666667 ; 12 52
23 23 0 0 0.416585356643629 0.416585356643629 1 1 3.94736842105263 3.94736842105263 ; 22 43 53
