27 12 0.555555555555556 -1.25 0.410304145386664 -0.069023127261308 0.444444444444444 2.25 1.90677966101695 0.847457627118644 ; 11 23
11 1 0.909090909090909 -10 0.332967166617389 -0.0786126442892464 0.0909090909090909 11 5.1789077212806 0.470809792843691 ; 11 32 42 52
12 7 0.416666666666667 -0.714285714285714 0.208520141506618 -0.092692101901377 0.583333333333333 1.71428571428571 2.10526315789474 1.2280701754386 ; 22 32 52
12 0 1 Inf 0.363669150724521 -0.0728636208495773 0 Inf 5.10618983679104 0 ; 13 21 33 43
18 6 0.666666666666667 -2 0.222008262583023 -0.0765933403069716 0.333333333333333 3 2.4085637823372 0.8028545941124 ; 11 22 31
15 19 -0.266666666666667 0.210526315789474 -0.116543309349613 0 1.26666666666667 0.789473684210526 0.789473684210526 1 ; 22 52
11 3 0.727272727272727 -2.66666666666667 0.187049359228803 -0.0345475356807884 0.272727272727273 3.66666666666667 4.54290150989527 1.23897313906235 ; 11 21 32 42
39 4 0.897435897435897 -8.75 0.720659878507205 -0.0861620591556619 0.102564102564103 9.75 5.80165289256199 0.59504132231405 ; 13 33 53
10 5 0.5 -1 0.264958600999098 -0.0345269619445486 0.5 2 2.27272727272727 1.13636363636364 ; 12 33 53
23 2 0.91304347826087 -10.5 0.353408361084115 -0.132771092247532 0.0869565217391304 11.5 3.00130491518051 0.260983036102653 ; 13 22 33
17 2 0.882352941176471 -7.5 0.317948128687405 -0.088859350481866 0.117647058823529 8.5 2.91762013729977 0.34324942791762 ; 21 43 53
22 1 0.954545454545455 -21 0.545539072777276 -0.0617471747691959 0.0454545454545455 22 5.09259259259259 0.231481481481482 ; 12 42 52
12 14 -0.166666666666667 0.142857142857143 -0.152855695910666 -0.0929122857496206 1.16666666666667 0.857142857142857 0.701754385964912 0.818713450292398 ; 22 32
21 14 0.333333333333333 -0.5 0.0028501597951257 -0.196661025863673 0.666666666666667 1.5 1.00478468899522 0.669856459330144 ; 13 21
49 15 0.693877551020408 -2.26666666666667 0.913346259032624 -0.0883883476483184 0.306122448979592 3.26666666666667 2.72222222222222 0.833333333333333 ; 42 52
20 3 0.85 -5.66666666666667 0.343037735658155 -0.0504132298380534 0.15 6.66666666666667 3.12044934470564 0.468067401705846 ; 13 22 43
18 0 1 Inf 0.404701496513842 -0.0687974839206153 0 Inf 7.2256913470116 0 ; 11 22 41 51
27 2 0.925925925925926 -12.5 0.599221241579107 -0.0942802975150443 0.0740740740740741 13.5 5.72033898305085 0.423728813559322 ; 11 23 31
27 0 1 Inf 0.757238288343863 -0.067721030472523 0 Inf 51.4830508474576 0 ; 11 23 31 41 51
21 3 0.857142857142857 -6 0.327681968422467 -0.11828989941703 0.142857142857143 7 3.01435406698565 0.430622009569378 ; 13 22 53
15 3 0.8 -4 0.239401969279088 -0.113770026946694 0.2 5 1.9573727707699 0.39147455415398 ; 13 21 33
43 19 0.558139534883721 -1.26315789473684 0.655502392344498 -0.0334928229665072 0.441860465116279 2.26315789473684 2.13223140495868 0.942148760330579 ; 13 33
20 0 1 Inf 0.529456482385466 -0.0969507434321052 0 Inf 25.5309491839552 0 ; 13 22 33 43 53
11 7 0.363636363636364 -0.571428571428571 -0.00913346719548128 -0.0686538048906643 0.636363636363636 1.57142857142857 1.36287045296858 0.867281197343642 ; 11 21 42
11 3 0.727272727272727 -2.66666666666667 0.158099890904008 -0.0552496060955815 0.272727272727273 3.66666666666667 1.86440677966102 0.508474576271187 ; 11 32 52
34 19 0.441176470588235 -0.789473684210526 0.437037410061049 0 0.558823529411765 1.78947368421053 1.78947368421053 1 ; 21 52
10 13 -0.3 0.230769230769231 -0.0662266178532522 0.0331133089266261 1.3 0.769230769230769 0.833333333333333 1.08333333333333 ; 12 53
10 3 0.7 -2.33333333333333 0.17867948668727 -0.0522750417634315 0.3 3.33333333333333 3.71691941718704 1.11507582515611 ; 11 21 42 52
44 2 0.954545454545455 -21 0.893725749918909 -0.123512698865534 0.0454545454545455 22 8.14814814814815 0.37037037037037 ; 32 42 52
11 5 0.545454545454545 -1.2 0.133241806221576 -0.0760806022384125 0.454545454545455 2.2 1.55367231638418 0.706214689265537 ; 11 42 52
18 0 1 Inf 0.404701496513842 -0.0648159023723676 0 Inf 7.2256913470116 0 ; 11 22 31 51
47 18 0.617021276595745 -1.61111111111111 0.791320018671387 -0.0482512206506943 0.382978723404255 2.61111111111111 2.38983050847458 0.915254237288136 ; 11 51
12 4 0.666666666666667 -2 0.197532073835983 -0.0888435993062847 0.333333333333333 3 1.87226960682338 0.624089868941128 ; 13 21 43
24 15 0.375 -0.6 0.145679136687016 -0.116543309349613 0.625 1.6 1.26315789473684 0.789473684210526 ; 22 53
16 9 0.4375 -0.777777777777778 -0.0684762383262326 -0.27390495330493 0.5625 1.77777777777778 0.872727272727273 0.490909090909091 ; 13 52
16 0 1 Inf 0.478925825411959 -0.0554833745027001 0 Inf 9.74658869395712 0 ; 12 21 42 52
21 18 0.142857142857143 -0.166666666666667 0.0582716546748065 -0.0291358273374033 0.857142857142857 1.16666666666667 1.10526315789474 0.947368421052632 ; 21 53
20 1 0.95 -19 0.44852772186809 -0.093087553296209 0.05 20 9.36134803411692 0.468067401705846 ; 13 22 43 53
45 5 0.888888888888889 -8 0.894635505056936 -0.0957990779443367 0.111111111111111 9 8.00395256916996 0.889328063241107 ; 33 43 53
18 6 0.666666666666667 -2 0.313909448441731 -0.00637860911246775 0.333333333333333 3 2.84210526315789 0.947368421052632 ; 22 41 51
18 20 -0.111111111111111 0.1 -0.0291358273374033 0.0291358273374033 1.11111111111111 0.9 0.947368421052632 1.05263157894737 ; 22 51
50 7 0.86 -6.14285714285714 1 -0.04 0.14 7.14285714285714 9 1.26 ; 31 41 51
14 5 0.642857142857143 -1.8 0.212951067119622 -0.0344225572552702 0.357142857142857 2.8 2.04678362573099 0.730994152046784 ; 22 42 52
50 12 0.76 -3.16666666666667 1 -0.14 0.24 4.16666666666667 3 0.72 ; 31 51
34 5 0.852941176470588 -5.8 0.616852624040045 -0.0821126986574883 0.147058823529412 6.8 4.97076023391813 0.730994152046784 ; 21 42 52
24 3 0.875 -7 0.406504100730533 -0.156010242908235 0.125 8 3.44497607655502 0.430622009569378 ; 22 33 53
44 9 0.795454545454545 -3.88888888888889 0.894959429780133 -0.18516401995451 0.204545454545455 4.88888888888889 2.93333333333333 0.6 ; 32 52
47 1 0.978723404255319 -46 0.895660009335693 -0.0682512206506943 0.0212765957446809 47 21.5084745762712 0.457627118644068 ; 11 31 41 51
18 18 0 0 -0.0291358273374033 -0.0291358273374033 1 1 0.947368421052632 0.947368421052632 ; 22 31
12 19 -0.583333333333333 0.368421052631579 -0.169753409684498 0.0387156899280434 1.58333333333333 0.631578947368421 0.677966101694915 1.07344632768362 ; 11 32
30 0 1 Inf 0.730693040452846 -0.0739310541621275 0 Inf 7.5 0 ; 23 31 41
15 6 0.6 -1.5 0.364583384153451 0.0246833081987125 0.4 2.5 3.65497076023392 1.46198830409357 ; 12 21 32
12 0 1 Inf 0.404162067130837 -0.108506382234386 0 Inf 6.06060606060606 0 ; 13 32 42 52
23 17 0.260869565217391 -0.352941176470588 0.0598533556976396 -0.111156232009902 0.739130434782609 1.35294117647059 1.10047846889952 0.813397129186603 ; 21 33
17 1 0.941176470588235 -16 0.464622349093135 -0.083593225544434 0.0588235294117647 17 7.95714582899938 0.468067401705846 ; 21 33 43 53
15 0 1 Inf 0.464998898415737 -0.0240379007141665 0 Inf 10.9649122807018 0 ; 12 21 32 52
23 0 1 Inf 0.532942028372085 -0.116948085080696 0 Inf 10.7655502392345 0 ; 22 33 43 53
12 1 0.916666666666667 -11 0.375638082695384 -0.0797216177439526 0.0833333333333333 12 5.84795321637427 0.487329434697856 ; 22 32 42 52
21 0 1 Inf 0.45206357718608 -0.123308323432115 0 Inf 8.22096563723358 0 ; 13 22 33 53
16 4 0.75 -3 0.367003309768784 -0.00760742777036418 0.25 4 3.50877192982456 0.877192982456141 ; 12 21 52
12 1 0.916666666666667 -11 0.230211055866128 -0.137928543991423 0.0833333333333333 12 2.18181818181818 0.181818181818182 ; 13 32 52
27 1 0.962962962962963 -26 0.599221241579107 -0.109418209239112 0.037037037037037 27 5.72033898305085 0.211864406779661 ; 11 23 41
15 2 0.866666666666667 -6.5 0.470970079589517 -0.0407709034090711 0.133333333333333 7.5 10.1526965562053 1.35369287416071 ; 12 21 32 42
37 17 0.540540540540541 -1.17647058823529 0.604043492697268 0.00400028803110773 0.459459459459459 2.17647058823529 2.19367588932806 1.00790513833992 ; 13 43
24 3 0.875 -7 0.414043151057241 -0.107916613167918 0.125 8 3.74453921364677 0.468067401705846 ; 22 33 43
30 2 0.933333333333333 -14 0.730693040452846 -0.0908177452355015 0.0666666666666667 15 7.5 0.5 ; 23 31 51
31 2 0.935483870967742 -14.5 0.592858415180324 -0.0427392601005057 0.0645161290322581 15.5 5.43859649122807 0.350877192982456 ; 21 32 52
49 15 0.693877551020408 -2.26666666666667 0.899973418001914 -0.0978231976089037 0.306122448979592 3.26666666666667 2.67272727272727 0.818181818181818 ; 33 53
12 6 0.5 -1 0.146801219425062 -0.0596076699574574 0.5 2 1.88323917137476 0.941619585687382 ; 11 32 42
20 7 0.65 -1.85714285714286 0.339366142791453 -0.0793717523187364 0.35 2.85714285714286 2.87081339712919 1.00478468899522 ; 21 33 53
47 18 0.617021276595745 -1.61111111111111 0.791320018671387 -0.0482512206506943 0.382978723404255 2.61111111111111 2.38983050847458 0.915254237288136 ; 11 31
38 15 0.605263157894737 -1.53333333333333 0.500174203026464 -0.157949748324146 0.394736842105263 2.53333333333333 1.85185185185185 0.730994152046784 ; 21 42
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 41
18 1 0.944444444444444 -17 0.404701496513842 -0.0785094263664164 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 41
10 8 0.2 -0.25 -0.0262430163170616 0.0177469387328391 0.8 1.25 1.33809099018733 1.07047279214987 ; 11 21 52
19 17 0.105263157894737 -0.117647058823529 -0.0961594035849142 -0.152392972932817 0.894736842105263 1.11764705882353 0.847457627118644 0.758251561106155 ; 11 22
13 2 0.846153846153846 -5.5 0.222541879881712 -0.117655670030884 0.153846153846154 6.5 1.86602870813397 0.287081339712919 ; 13 21 53
24 11 0.541666666666667 -1.18181818181818 0.359024561106316 -0.0637398677326431 0.458333333333333 2.18181818181818 1.85185185185185 0.848765432098766 ; 12 42
30 0 1 Inf 0.798019780339635 -0.0531133089266261 0 Inf 22.5 0 ; 23 31 41 51
37 1 0.972972972972973 -36 0.758326037564629 -0.0740099876099974 0.027027027027027 37 17.9482572763205 0.485088034495149 ; 13 33 43 53
20 0 1 Inf 0.455423046936445 -0.0773997677415091 0 Inf 8.51031639465174 0 ; 13 22 33 43
11 9 0.181818181818182 -0.222222222222222 0.00398829479555607 0.0560677446799439 0.818181818181818 1.22222222222222 1.6354445435623 1.33809099018733 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.0500138069947837 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 2 0.888888888888889 -8 0.485432086331298 -0.0297119424458011 0.111111111111111 9 8.52631578947368 0.947368421052632 ; 22 31 41 51
29 17 0.413793103448276 -0.705882352941177 0.230862943405181 -0.111156232009902 0.586206896551724 1.70588235294118 1.38755980861244 0.813397129186603 ; 13 22
30 13 0.566666666666667 -1.30769230769231 0.59603956067927 0.0331133089266261 0.433333333333333 2.30769230769231 2.5 1.08333333333333 ; 23 51
13 25 -0.923076923076923 0.48 -0.264860111628623 0.0725413044587949 1.92307692307692 0.52 0.579839429081178 1.11507582515611 ; 11 21
12 0 1 Inf 0.46566339645709 -0.0854883070957252 0 Inf 15.3185695103731 0 ; 13 21 33 43 53
10 0 1 Inf 0.182175896140707 -0.00604354569582606 0 Inf 4.46030330062444 0 ; 11 21 32 52
45 10 0.777777777777778 -3.5 0.909870162371853 -0.163572164021906 0.222222222222222 4.5 2.93478260869565 0.652173913043478 ; 43 53
12 0 1 Inf 0.361206977288302 -0.097734824361623 0 Inf 5.61680882047015 0 ; 13 21 43 53
17 15 0.117647058823529 -0.133333333333333 -0.014297430984443 -0.0738700600862887 0.882352941176471 1.13333333333333 0.97254004576659 0.85812356979405 ; 21 43
18 18 0 0 -0.0518785847899556 -0.0518785847899556 1 1 0.909090909090909 0.909090909090909 ; 13 42
18 0 1 Inf 0.519039317041704 -0.062017195151179 0 Inf 21.6770740410348 0 ; 11 22 31 41 51
27 12 0.555555555555556 -1.25 0.173859747502667 -0.253664221766187 0.444444444444444 2.25 1.29186602870813 0.574162679425837 ; 22 33
12 17 -0.416666666666667 0.294117647058824 -0.262714492984284 -0.120552970806641 1.41666666666667 0.705882352941177 0.564971751412429 0.800376647834275 ; 11 42
30 10 0.666666666666667 -2 0.59603956067927 -0.0662266178532522 0.333333333333333 3 2.5 0.833333333333333 ; 23 41
31 0 1 Inf 0.677494544757338 -0.078590267544626 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 2 0.925925925925926 -12.5 0.697503884014663 -0.0729964673782002 0.0740740740740741 13.5 17.1610169491525 1.27118644067797 ; 11 23 31 51
47 4 0.914893617021277 -10.75 0.860880012447591 -0.0788341471004629 0.0851063829787234 11.75 7.16949152542373 0.610169491525424 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.0551291096983881 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 3 0.75 -3 0.187355372236386 -0.068259112953629 0.25 4 1.94931773879142 0.487329434697856 ; 22 32 42
21 11 0.476190476190476 -0.909090909090909 0.347445625708147 0.00681265932761073 0.523809523809524 1.90909090909091 1.94444444444444 1.01851851851852 ; 12 32
21 4 0.80952380952381 -4.25 0.526447249252811 -0.0513043124662689 0.19047619047619 5.25 5.40123456790124 1.02880658436214 ; 12 32 42
30 7 0.766666666666667 -3.28571428571429 0.59603956067927 -0.16556654463313 0.233333333333333 4.28571428571429 2.5 0.583333333333333 ; 23 31
37 3 0.918918918918919 -11.3333333333333 0.706805826748108 -0.0955806776274577 0.0810810810810811 12.3333333333333 6.58102766798419 0.533596837944664 ; 13 43 53
18 6 0.666666666666667 -2 0.313909448441731 -0.0258024940040699 0.333333333333333 3 2.84210526315789 0.947368421052632 ; 22 31 41
18 3 0.833333333333333 -5 0.222008262583023 -0.0571694554153694 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 51
13 1 0.923076923076923 -12 0.380492467614864 -0.099239877112994 0.0769230769230769 13 5.08916920400174 0.39147455415398 ; 13 21 33 53
47 4 0.914893617021277 -10.75 0.860880012447591 -0.0770853677511572 0.0851063829787234 11.75 7.16949152542373 0.610169491525424 ; 11 41 51
11 19 -0.727272727272727 0.421052631578947 -0.25090634738361 -0.0193004882602777 1.72727272727273 0.578947368421053 0.559322033898305 0.966101694915254 ; 11 52
39 14 0.641025641025641 -1.78571428571429 0.606503825175203 -0.127170156891575 0.358974358974359 2.78571428571429 2.12727272727273 0.763636363636364 ; 13 53
27 0 1 Inf 0.697503884014663 -0.0555654232402343 0 Inf 17.1610169491525 0 ; 11 23 41 51
18 3 0.833333333333333 -5 0.222008262583023 -0.134556503403467 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 41
50 17 0.66 -1.94117647058824 1 0.01 0.34 2.94117647058824 3 1.02 ; 31 41
45 13 0.711111111111111 -2.46153846153846 0.87287156094397 -0.0969857289937744 0.288888888888889 3.46153846153846 2.77777777777778 0.802469135802469 ; 32 42
27 7 0.740740740740741 -2.85714285714286 0.599221241579107 -0.0280536796617921 0.259259259259259 3.85714285714286 5.72033898305085 1.48305084745763 ; 11 23 51
47 3 0.936170212765957 -14.6666666666667 0.860880012447591 -0.0770853677511572 0.0638297872340425 15.6666666666667 7.16949152542373 0.457627118644068 ; 11 31 41
12 18 -0.5 0.333333333333333 -0.135850023855518 0.0452833412851726 1.5 0.666666666666667 0.727272727272727 1.09090909090909 ; 13 32
12 12 0 0 -0.0388709971513682 -0.0388709971513682 1 1 0.909090909090909 0.909090909090909 ; 12 33
18 3 0.833333333333333 -5 0.386308295061732 -0.070466196813752 0.166666666666667 6 3.65497076023392 0.60916179337232 ; 12 21 42
24 16 0.333333333333333 -0.5 0.194206770872017 -0.0440837455353659 0.666666666666667 1.5 1.37299771167048 0.915331807780321 ; 22 43
23 11 0.521739130434783 -1.09090909090909 0.364246398192887 -0.0331133089266261 0.478260869565217 2.09090909090909 1.91666666666667 0.916666666666667 ; 12 52
23 3 0.869565217391304 -6.66666666666667 0.416585356643629 -0.108066406302295 0.130434782608696 7.66666666666667 3.94736842105263 0.51487414187643 ; 22 43 53
