21 19 0.0952380952380952 -0.105263157894737 0.535550484560389 0.481230070497866 0.904761904761905 1.10526315789474 5.83333333333333 5.27777777777778 ; 12 32 52
21 19 0.0952380952380952 -0.105263157894737 0.625315639127346 0.582773571506099 0.904761904761905 1.10526315789474 16.2037037037037 14.6604938271605 ; 12 32 42 52
32 30 0.0625 -0.0666666666666667 0.606541389890074 0.566919544785764 0.9375 1.06666666666667 5.19818063677713 4.87329434697856 ; 21 32 42
27 26 0.037037037037037 -0.0384615384615385 0.410304145386664 0.3783489938768 0.962962962962963 1.03846153846154 1.90677966101695 1.8361581920904 ; 11 23
24 23 0.0416666666666667 -0.0434782608695652 0.359024561106316 0.326504220426396 0.958333333333333 1.04347826086957 1.85185185185185 1.77469135802469 ; 12 42
37 34 0.0810810810810811 -0.0882352941176471 0.758326037564629 0.708316227390701 0.918918918918919 1.08823529411765 17.9482572763205 16.4929931728351 ; 13 33 43 53
30 30 0 0 0.798019780339635 0.773538665160739 1 1 22.5 22.5 ; 23 31 41 51
20 18 0.1 -0.111111111111111 0.455423046936445 0.425921074130488 0.9 1.11111111111111 8.51031639465174 7.65928475518657 ; 13 22 33 43
29 28 0.0344827586206897 -0.0357142857142857 0.230862943405181 0.202361345453924 0.96551724137931 1.03571428571429 1.38755980861244 1.33971291866029 ; 13 22
39 37 0.0512820512820513 -0.0540540540540541 0.720659878507205 0.691312919224534 0.948717948717949 1.05405405405405 5.80165289256199 5.50413223140496 ; 13 33 53
30 30 0 0 0.59603956067927 0.59603956067927 1 1 2.5 2.5 ; 23 51
45 42 0.0666666666666667 -0.0714285714285714 0.909870162371853 0.817860820109531 0.933333333333333 1.07142857142857 2.93478260869565 2.73913043478261 ; 43 53
23 22 0.0434782608695652 -0.0454545454545455 0.353408361084115 0.334407295783278 0.956521739130435 1.04545454545455 3.00130491518051 2.87081339712919 ; 13 22 33
22 21 0.0454545454545455 -0.0476190476190476 0.545539072777276 0.513840262058614 0.954545454545455 1.04761904761905 5.09259259259259 4.86111111111111 ; 12 42 52
21 21 0 0 0.0028501597951257 0.0028501597951257 1 1 1.00478468899522 1.00478468899522 ; 13 21
20 19 0.05 -0.0526315789473684 0.343037735658155 0.323536482929967 0.95 1.05263157894737 3.12044934470564 2.96442687747036 ; 13 22 43
49 48 0.0204081632653061 -0.0208333333333333 0.913346259032624 0.883883476483184 0.979591836734694 1.02083333333333 2.72222222222222 2.66666666666667 ; 42 52
27 26 0.037037037037037 -0.0384615384615385 0.173859747502667 0.145358149551411 0.962962962962963 1.03846153846154 1.29186602870813 1.24401913875598 ; 22 33
31 29 0.0645161290322581 -0.0689655172413793 0.677494544757338 0.63763029722657 0.935483870967742 1.06896551724138 15.1072124756335 14.1325536062378 ; 21 32 42 52
30 31 -0.0333333333333333 0.032258064516129 0.59603956067927 0.629152869605896 1.03333333333333 0.967741935483871 2.5 2.58333333333333 ; 23 41
27 26 0.037037037037037 -0.0384615384615385 0.697503884014663 0.672702659234477 0.962962962962963 1.03846153846154 17.1610169491525 16.5254237288136 ; 11 23 31 51
27 26 0.037037037037037 -0.0384615384615385 0.599221241579107 0.569269036148874 0.962962962962963 1.03846153846154 5.72033898305085 5.50847457627119 ; 11 23 31
27 26 0.037037037037037 -0.0384615384615385 0.757238288343863 0.72198366465129 0.962962962962963 1.03846153846154 51.4830508474576 49.5762711864407 ; 11 23 31 41 51
21 20 0.0476190476190476 -0.05 0.327681968422467 0.298687173565356 0.952380952380952 1.05 3.01435406698565 2.87081339712919 ; 13 22 53
47 45 0.0425531914893617 -0.0444444444444444 0.860880012447591 0.821929280057175 0.957446808510638 1.04444444444444 7.16949152542373 6.86440677966102 ; 11 31 51
21 19 0.0952380952380952 -0.105263157894737 0.347445625708147 0.27931903243204 0.904761904761905 1.10526315789474 1.94444444444444 1.75925925925926 ; 12 32
43 43 0 0 0.655502392344498 0.655502392344498 1 1 2.13223140495868 2.13223140495868 ; 13 33
21 19 0.0952380952380952 -0.105263157894737 0.526447249252811 0.48279559116395 0.904761904761905 1.10526315789474 5.40123456790124 4.88683127572016 ; 12 32 42
30 30 0 0 0.59603956067927 0.59603956067927 1 1 2.5 2.5 ; 23 31
20 18 0.1 -0.111111111111111 0.529456482385466 0.490836693957117 0.9 1.11111111111111 25.5309491839552 22.9778542655597 ; 13 22 33 43 53
37 35 0.0540540540540541 -0.0571428571428571 0.706805826748108 0.656353006155341 0.945945945945946 1.05714285714286 6.58102766798419 6.22529644268775 ; 13 43 53
34 33 0.0294117647058824 -0.0303030303030303 0.437037410061049 0.407901582723646 0.970588235294118 1.03030303030303 1.78947368421053 1.73684210526316 ; 21 52
47 44 0.0638297872340425 -0.0681818181818182 0.860880012447591 0.802279035927036 0.936170212765957 1.06818181818182 7.16949152542373 6.71186440677966 ; 11 41 51
44 42 0.0454545454545455 -0.0476190476190476 0.893725749918909 0.853228362303965 0.954545454545455 1.04761904761905 8.14814814814815 7.77777777777778 ; 32 42 52
47 46 0.0212765957446809 -0.0217391304347826 0.791320018671387 0.76236928628097 0.978723404255319 1.02173913043478 2.38983050847458 2.33898305084746 ; 11 51
39 38 0.0256410256410256 -0.0263157894736842 0.606503825175203 0.577156865892532 0.974358974358974 1.02631578947368 2.12727272727273 2.07272727272727 ; 13 53
24 23 0.0416666666666667 -0.0434782608695652 0.145679136687016 0.116543309349613 0.958333333333333 1.04347826086957 1.26315789473684 1.21052631578947 ; 22 53
27 26 0.037037037037037 -0.0384615384615385 0.697503884014663 0.668396421990512 0.962962962962963 1.03846153846154 17.1610169491525 16.5254237288136 ; 11 23 41 51
21 21 0 0 0.0582716546748065 0.0582716546748065 1 1 1.10526315789474 1.10526315789474 ; 21 53
20 19 0.05 -0.0526315789473684 0.44852772186809 0.413695074023596 0.95 1.05263157894737 9.36134803411692 8.89328063241107 ; 13 22 43 53
50 47 0.06 -0.0638297872340425 1 0.91 0.94 1.06382978723404 3 2.82 ; 31 41
47 43 0.0851063829787234 -0.0930232558139535 0.860880012447591 0.782628791796897 0.914893617021277 1.09302325581395 7.16949152542373 6.55932203389831 ; 11 31 41
45 44 0.0222222222222222 -0.0227272727272727 0.87287156094397 0.842563520633415 0.977777777777778 1.02272727272727 2.77777777777778 2.71604938271605 ; 32 42
27 26 0.037037037037037 -0.0384615384615385 0.599221241579107 0.578919280279013 0.962962962962963 1.03846153846154 5.72033898305085 5.50847457627119 ; 11 23 51
45 41 0.0888888888888889 -0.0975609756097561 0.894635505056936 0.814398924547739 0.911111111111111 1.09756097560976 8.00395256916996 7.29249011857708 ; 33 43 53
50 47 0.06 -0.0638297872340425 1 0.94 0.94 1.06382978723404 9 8.46 ; 31 41 51
50 49 0.02 -0.0204081632653061 1 0.97 0.98 1.02040816326531 3 2.94 ; 31 51
24 22 0.0833333333333333 -0.0909090909090909 0.406504100730533 0.367726986112532 0.916666666666667 1.09090909090909 3.44497607655502 3.15789473684211 ; 22 33 53
34 33 0.0294117647058824 -0.0303030303030303 0.616852624040045 0.587781725797321 0.970588235294118 1.03030303030303 4.97076023391813 4.82456140350877 ; 21 42 52
44 42 0.0454545454545455 -0.0476190476190476 0.894959429780133 0.833238089795296 0.954545454545455 1.04761904761905 2.93333333333333 2.8 ; 32 52
47 43 0.0851063829787234 -0.0930232558139535 0.895660009335693 0.836709276945277 0.914893617021277 1.09302325581395 21.5084745762712 19.6779661016949 ; 11 31 41 51
30 30 0 0 0.730693040452846 0.711730810095055 1 1 7.5 7.5 ; 23 31 41
24 24 0 0 0.194206770872017 0.194206770872017 1 1 1.37299771167048 1.37299771167048 ; 22 43
23 22 0.0434782608695652 -0.0454545454545455 0.364246398192887 0.331133089266261 0.956521739130435 1.04545454545455 1.91666666666667 1.83333333333333 ; 12 52
23 22 0.0434782608695652 -0.0454545454545455 0.416585356643629 0.37620363344372 0.956521739130435 1.04545454545455 3.94736842105263 3.77574370709382 ; 22 43 53
