453, 532, 4828, 5920, 71, 74, 1064, 1724, 880, 1158, B, f, f
829, 501, 4048, 3312, 92, 69, 273, 637, 947, 2226, C, f, f
210, 150, 1120, 1863, 20, 23, 22, 9, 83, 873, D1, f, f
312, 267, 1408, 1092, 16, 13, 228, 81, 245, 591, D2, f, f
575, 490, 2108, 2079, 31, 33, 182, 125, 182, 1538, C, f, f
1320, 685, 4928, 4760, 56, 68, 564, 303, 434, 3843, C, f, f
1153, 891, 6270, 5162, 66, 58, 925, 609, 812, 4012, B, f, t
1361, 611, 4032, 1950, 94, 78, 318, 307, 551, 2971, C, t, f
661, 412, 2790, 1540, 62, 55, 369, 369, 207, 1311, D2, f, f
1014, 683, 4830, 3690, 46, 45, 980, 1250, 1521, 1449, B, f, f
372, 293, 2664, 2397, 72, 47, 522, 111, 279, 799, B, f, f
647, 722, 2930, 3311, 74, 77, 270, 154, 405, 1965, D1, t, f
574, 393, 3933, 3920, 69, 70, 429, 495, 1817, 629, C, f, f
770, 676, 4428, 5336, 82, 92, 753, 916, 509, 2391, D1, f, f
1336, 658, 9348, 6324, 82, 68, 1002, 3006, 1816, 3084, D1, f, f
1828, 1271, 8832, 8211, 96, 119, 1404, 1497, 2106, 4151, D1, f, f
1646, 1544, 6534, 7315, 99, 95, 1022, 1777, 1288, 2090, C, f, f
1421, 932, 4484, 3149, 59, 47, 206, 258, 350, 3452, C, f, f
151, 141, 1020, 1168, 16, 16, 195, 153, 25, 168, C, t, f
256, 200, 1605, 1188, 15, 18, 208, 192, 369, 802, B, f, f
785, 807, 4050, 3456, 50, 48, 1443, 1336, 694, 1377, B, f, f
2072, 2153, 10260, 11016, 90, 108, 896, 1676, 467, 6361, A, f, t
979, 362, 4015, 1098, 73, 61, 114, 281, 448, 2971, C, f, f
1215, 708, 7320, 4332, 60, 57, 1405, 2295, 421, 2635, A, f, f
534, 318, 2016, 943, 24, 23, 105, 151, 544, 504, D2, f, t
635, 398, 2727, 1848, 27, 28, 10, 554, 262, 1718, D1, f, f
658, 306, 4950, 2814, 66, 67, 829, 1127, 398, 1633, C, f, f
197, 397, 946, 2550, 43, 51, 69, 190, 167, 368, C, f, f
1290, 667, 4797, 2600, 39, 40, 148, 669, 654, 3309, D1, f, f
312, 185, 1421, 1224, 34, 34, 159, 326, 223, 624, C, t, t
269, 163, 1136, 855, 16, 15, 120, 81, 62, 874, D1, f, f
2282, 3216, 10533, 12733, 84, 119, 2443, 3258, 2592, 3127, D1, t, f
513, 475, 2079, 2310, 21, 21, 104, 497, 471, 769, B, f, f
371, 277, 1897, 1620, 23, 20, 192, 158, 48, 1210, C, t, f
1441, 1266, 5720, 4416, 88, 69, 981, 1472, 1606, 1258, C, f, t
705, 1040, 5002, 10296, 82, 104, 1484, 1553, 1139, 1550, C, f, f
1090, 684, 5772, 3640, 78, 56, 353, 176, 471, 2828, C, f, f
1532, 1230, 6723, 6324, 81, 93, 516, 1032, 753, 4571, C, f, f
495, 1454, 1746, 6272, 97, 98, 199, 222, 36, 1292, B, f, f
141, 119, 900, 969, 15, 17, 111, 216, 216, 243, C, f, f
620, 1047, 2640, 5440, 60, 68, 72, 46, 224, 1980, B, f, f
1014, 930, 5698, 6675, 74, 75, 247, 388, 1165, 2165, C, f, f
1907, 1619, 7722, 5576, 66, 82, 2649, 1296, 1353, 2084, D2, f, t
931, 1109, 5037, 7546, 69, 77, 1133, 226, 90, 2770, A, f, f
519, 314, 3416, 2418, 61, 62, 929, 1045, 766, 1093, D2, f, t
360, 735, 1968, 3828, 48, 66, 514, 290, 488, 649, D2, f, t
2366, 2567, 8930, 9860, 94, 116, 1312, 875, 125, 5804, D1, f, f
1382, 781, 7662, 4536, 81, 72, 1067, 593, 1858, 3708, B, t, f
903, 602, 4366, 3024, 59, 54, 169, 319, 582, 2488, B, f, t
1199, 753, 4435, 4029, 56, 51, 375, 1098, 268, 1755, C, t, f
1036, 810, 5890, 4095, 62, 63, 1830, 1046, 958, 1531, D2, f, f
1102, 399, 3504, 1144, 27, 22, 413, 9, 307, 2543, C, t, f
140, 517, 576, 2550, 36, 50, 56, 188, 78, 138, C, f, t
30, 12, 198, 92, 2, 1, 54, 51, 54, 47, D1, f, f
2431, 3073, 10434, 14152, 94, 122, 489, 1677, 3006, 3443, C, f, f
641, 582, 2523, 2555, 31, 35, 365, 864, 315, 860, D2, t, f
432, 941, 1710, 4234, 57, 73, 378, 252, 607, 564, C, f, f
645, 649, 3843, 3944, 61, 68, 492, 233, 332, 2613, B, f, f
1284, 1111, 5734, 6840, 94, 114, 1477, 835, 1670, 2522, D2, f, f
1026, 605, 5612, 3564, 92, 81, 606, 342, 738, 2974, C, f, f
751, 681, 3294, 3186, 61, 54, 719, 496, 548, 1581, C, f, f
327, 146, 1917, 858, 27, 26, 357, 436, 714, 594, A, f, f
1142, 949, 6278, 7176, 73, 78, 486, 248, 407, 5147, C, f, f
1614, 977, 6726, 3111, 59, 61, 161, 914, 1237, 1345, D2, f, f
941, 672, 4550, 4154, 70, 67, 645, 225, 766, 3048, D1, f, f
1467, 1628, 5940, 8362, 66, 74, 355, 697, 697, 4573, C, f, t
1615, 769, 8490, 4165, 93, 119, 531, 956, 1487, 4948, D1, t, f
1742, 1116, 6942, 4650, 89, 93, 306, 1020, 782, 3540, D2, f, f
1102, 1008, 7708, 6688, 82, 76, 659, 878, 1493, 3314, B, f, f
1000, 645, 7098, 5590, 91, 65, 1926, 670, 879, 2910, C, f, f
1681, 1601, 6292, 6960, 88, 80, 997, 735, 551, 3667, B, t, f
792, 1043, 3572, 4464, 47, 48, 145, 642, 621, 1500, A, f, f
338, 456, 1178, 1520, 38, 38, 87, 100, 125, 553, C, f, t
664, 529, 4712, 5070, 62, 78, 505, 642, 396, 3345, B, f, f
450, 791, 2700, 4880, 75, 61, 493, 268, 694, 459, C, f, f
707, 573, 4264, 4060, 52, 70, 710, 290, 420, 2814, B, f, f
140, 269, 780, 1300, 26, 26, 81, 191, 223, 234, D1, f, f
375, 240, 2392, 1664, 46, 32, 738, 437, 542, 885, B, f, f
692, 630, 3312, 3348, 46, 54, 422, 523, 540, 1622, B, f, f
53, 319, 324, 2380, 27, 34, 94, 92, 85, 110, B, f, f
263, 380, 1872, 3157, 78, 77, 238, 55, 284, 954, C, f, f
375, 273, 1850, 1650, 25, 25, 147, 601, 506, 795, D1, f, t
74, 54, 275, 335, 5, 5, 19, 11, 20, 192, C, f, f
374, 78, 2418, 0, 39, 0, 220, 169, 440, 1571, A, f, t
23, 18, 222, 180, 3, 2, 20, 50, 28, 53, C, f, f
895, 779, 3220, 2590, 35, 37, 39, 818, 619, 1223, C, f, f
1510, 942, 9870, 5561, 94, 83, 1670, 1994, 1020, 5231, C, f, t
3177, 3597, 10659, 10920, 95, 105, 1287, 1463, 1814, 4807, D1, t, f
483, 394, 2047, 1896, 23, 24, 221, 431, 564, 941, D2, f, f
568, 496, 3465, 3315, 77, 51, 983, 1192, 804, 485, A, f, f
1308, 1225, 6480, 4992, 72, 78, 2527, 1567, 1263, 1425, D1, f, f
91, 76, 480, 396, 5, 4, 18, 11, 41, 336, C, f, t
1328, 184, 8004, 0, 92, 0, 1383, 2291, 907, 3681, D1, f, f
255, 400, 1333, 3306, 31, 38, 108, 204, 115, 693, B, f, f
1098, 1344, 3724, 5454, 76, 101, 469, 234, 482, 2420, A, f, t
597, 272, 2625, 1176, 31, 24, 622, 856, 295, 1068, D1, t, t
1818, 784, 6240, 3478, 61, 74, 345, 460, 1727, 2402, C, t, f
530, 510, 3564, 4371, 44, 47, 570, 526, 131, 2102, B, f, f
323, 595, 1890, 4088, 45, 56, 443, 535, 234, 585, C, f, t
695, 266, 3822, 1188, 49, 33, 311, 363, 701, 1223, C, f, f
382, 204, 2131, 1036, 38, 28, 206, 700, 525, 539, D1, t, f
412, 202, 3292, 1739, 41, 37, 578, 476, 357, 1592, C, t, f
502, 421, 1888, 1392, 32, 24, 507, 495, 519, 679, B, f, f
377, 491, 2880, 3410, 80, 55, 591, 933, 728, 604, C, f, f
70, 65, 330, 335, 6, 5, 37, 20, 40, 240, B, f, f
1027, 651, 4648, 3016, 83, 58, 905, 219, 658, 1905, A, f, t
510, 496, 1960, 1550, 27, 31, 321, 369, 246, 1013, D1, t, f
793, 434, 2693, 2201, 79, 71, 264, 142, 67, 2014, C, t, f
1443, 2350, 9312, 12825, 97, 135, 698, 3142, 698, 2328, B, f, t
480, 334, 2373, 1786, 26, 19, 168, 344, 183, 1669, A, t, f
746, 580, 3520, 3531, 44, 33, 550, 430, 861, 1126, B, f, f
1717, 916, 7700, 6499, 100, 97, 1302, 1085, 1194, 4081, B, f, f
218, 269, 1386, 2850, 42, 38, 346, 165, 93, 665, D1, f, t
302, 367, 1242, 1350, 18, 18, 67, 53, 112, 794, D1, f, f
661, 875, 3360, 7480, 96, 136, 534, 332, 390, 1915, B, f, t
1076, 1300, 3916, 5561, 89, 67, 397, 260, 411, 2545, B, f, f
871, 620, 3528, 4128, 98, 96, 422, 577, 1267, 1305, D2, f, f
63, 38, 297, 180, 3, 3, 42, 3, 106, 103, C, f, f
1153, 2018, 3870, 9328, 86, 106, 374, 289, 306, 3018, D2, f, f
358, 672, 2697, 6141, 87, 89, 996, 789, 747, 620, A, f, f
370, 251, 1892, 1197, 22, 19, 83, 258, 274, 1059, C, f, f
1016, 600, 6052, 4212, 89, 52, 157, 1007, 975, 2904, C, f, t
721, 462, 3780, 4292, 84, 74, 333, 185, 778, 1927, C, f, f
1160, 1211, 5929, 8787, 98, 101, 1008, 952, 1008, 3129, C, t, f
344, 259, 1334, 800, 23, 25, 44, 230, 201, 773, D1, f, f
885, 664, 2917, 2365, 39, 43, 325, 347, 145, 1796, C, t, t
1214, 790, 5520, 3564, 48, 33, 1932, 1120, 1120, 1656, B, f, f
727, 87, 3956, 0, 86, 0, 797, 376, 797, 1740, D1, f, f
424, 532, 1512, 1620, 24, 18, 253, 123, 200, 922, C, f, t
779, 1352, 2790, 5429, 59, 61, 69, 437, 367, 1042, C, t, f
313, 167, 1625, 1273, 65, 67, 395, 240, 509, 211, C, f, f
893, 892, 3800, 6324, 76, 68, 146, 492, 731, 2470, C, f, t
1089, 939, 4800, 4819, 80, 79, 495, 660, 413, 2735, A, f, f
340, 708, 2040, 5402, 60, 73, 625, 283, 700, 550, D1, f, f
566, 362, 3276, 2500, 42, 50, 616, 754, 431, 1736, A, f, t
108, 64, 522, 294, 6, 6, 60, 80, 105, 245, D1, f, t
46, 25, 256, 140, 4, 2, 39, 38, 77, 104, B, f, f
852, 981, 4416, 6241, 96, 79, 1301, 650, 650, 1457, C, f, t
372, 174, 2907, 1188, 51, 54, 317, 710, 725, 1395, A, f, f
958, 552, 3672, 2220, 54, 30, 684, 720, 180, 1872, D1, f, f
938, 523, 6952, 6984, 88, 97, 361, 723, 1310, 2433, B, f, f
599, 258, 3570, 1410, 34, 30, 154, 167, 38, 3141, A, f, f
670, 286, 2394, 1173, 21, 23, 215, 179, 165, 1675, B, f, f
62, 46, 288, 256, 8, 8, 64, 68, 26, 135, A, f, f
1061, 633, 5768, 4386, 56, 51, 405, 270, 390, 4268, B, f, f
1363, 1177, 5904, 6110, 82, 65, 921, 575, 115, 3601, D1, f, f
1052, 1420, 4212, 8900, 78, 89, 1011, 960, 1036, 1684, C, f, f
402, 328, 1848, 1520, 24, 19, 181, 363, 606, 332, D1, f, f
1275, 962, 4964, 5589, 73, 81, 229, 786, 540, 3325, A, f, f
1687, 1661, 7533, 9328, 81, 106, 2088, 1392, 1889, 2561, B, f, f
446, 515, 1870, 2125, 20, 25, 177, 199, 299, 760, C, t, f
703, 701, 2722, 3864, 99, 84, 344, 481, 440, 1346, B, t, f
499, 253, 2466, 972, 38, 36, 381, 290, 363, 650, C, t, f
182, 459, 828, 1927, 46, 47, 157, 262, 366, 173, A, f, f
288, 331, 1440, 1558, 15, 19, 241, 443, 504, 432, C, f, f
1501, 1104, 7360, 4830, 64, 70, 1286, 1659, 1185, 3974, B, f, f
1411, 1687, 4752, 8742, 88, 94, 429, 735, 715, 2708, B, f, t
870, 1738, 3705, 7526, 57, 71, 505, 479, 103, 2408, B, f, f
300, 47, 1881, 0, 33, 0, 319, 329, 197, 940, B, f, f
1874, 1040, 6248, 4212, 88, 108, 905, 1562, 406, 3124, D2, f, t
257, 151, 981, 600, 9, 8, 73, 184, 4, 519, D1, f, f
177, 263, 700, 1288, 20, 14, 62, 100, 60, 511, D2, f, f
557, 856, 2679, 4700, 47, 47, 258, 247, 202, 1553, D2, f, t
1566, 1788, 6612, 7380, 76, 82, 560, 1156, 455, 3107, D2, f, f
243, 432, 1012, 2250, 23, 25, 81, 110, 128, 656, C, t, f
422, 229, 1564, 1026, 23, 19, 169, 220, 188, 1094, A, f, f
1024, 957, 3168, 4050, 60, 54, 224, 153, 318, 2578, D1, t, f
57, 43, 336, 371, 7, 7, 26, 14, 46, 238, C, f, t
1327, 638, 4250, 2436, 56, 42, 1197, 824, 478, 1589, C, t, f
650, 348, 3321, 2145, 41, 39, 574, 161, 681, 1527, D1, f, t
2663, 2395, 7913, 7100, 66, 71, 455, 737, 932, 5744, C, t, f
843, 843, 3219, 2622, 87, 46, 463, 77, 649, 1673, C, f, f
332, 383, 1352, 1782, 26, 18, 148, 124, 202, 757, D1, f, t
59, 104, 387, 558, 16, 18, 85, 68, 20, 46, B, t, f
52, 51, 330, 360, 6, 5, 36, 26, 62, 198, C, f, f
459, 741, 2538, 5766, 94, 93, 481, 541, 702, 532, A, f, f
292, 227, 1530, 1888, 30, 32, 93, 186, 146, 1086, C, f, t
62, 61, 202, 186, 2, 2, 18, 26, 20, 135, C, t, t
236, 274, 1472, 2047, 32, 23, 138, 287, 218, 897, C, f, t
841, 1435, 2508, 3696, 57, 77, 127, 122, 35, 2069, C, t, f
1617, 1924, 5776, 5328, 76, 74, 444, 1658, 1455, 1732, D1, f, f
290, 149, 1900, 1216, 32, 32, 306, 186, 133, 1233, C, t, f
697, 628, 4256, 4740, 76, 79, 587, 567, 489, 2298, C, f, f
570, 407, 5082, 3888, 44, 48, 1117, 1078, 2119, 1229, D1, t, f
324, 447, 1734, 4176, 83, 72, 60, 212, 36, 1334, C, t, t
438, 353, 2944, 2346, 46, 51, 418, 878, 669, 853, B, f, f
735, 130, 5929, 0, 77, 0, 1361, 1627, 597, 2608, C, f, t
299, 757, 966, 2200, 46, 44, 52, 89, 104, 772, C, f, f
107, 407, 527, 2232, 31, 31, 68, 106, 17, 231, A, f, f
148, 124, 693, 532, 21, 19, 115, 87, 43, 381, C, f, f
477, 326, 2201, 1632, 31, 34, 142, 416, 331, 1254, B, f, t
202, 120, 1296, 672, 24, 12, 315, 203, 196, 596, D2, f, f
493, 564, 2405, 2310, 37, 30, 180, 505, 378, 601, C, f, f
49, 32, 384, 296, 8, 8, 18, 90, 108, 153, D1, f, f
1251, 1496, 6106, 8470, 86, 110, 1746, 1746, 1071, 2137, D2, f, f
267, 543, 2349, 5016, 87, 76, 869, 545, 848, 328, C, f, f
654, 250, 2420, 948, 22, 12, 103, 135, 171, 2022, D1, t, f
833, 432, 2915, 1178, 53, 31, 496, 841, 863, 757, D2, f, f
221, 133, 996, 520, 12, 10, 161, 98, 121, 418, B, f, f
456, 605, 2733, 3621, 71, 51, 559, 497, 352, 661, A, t, f
495, 245, 3564, 1694, 66, 77, 1063, 835, 404, 1033, A, f, t
681, 597, 3960, 4234, 55, 58, 481, 436, 541, 2455, B, f, f
278, 138, 1856, 988, 29, 38, 128, 167, 189, 1299, B, f, t
330, 217, 1551, 1102, 33, 38, 83, 134, 108, 1132, C, f, f
540, 493, 2904, 2750, 66, 55, 177, 306, 227, 1916, A, f, f
786, 654, 3591, 2880, 63, 64, 73, 382, 574, 2118, D1, f, f
672, 282, 3234, 1768, 49, 52, 639, 605, 622, 1552, C, f, f
1206, 1094, 4264, 3484, 52, 52, 260, 661, 922, 2259, C, f, f
1439, 706, 5844, 2409, 77, 73, 633, 784, 1236, 2828, D1, t, f
1391, 2441, 5648, 7790, 79, 95, 1166, 1697, 848, 2112, C, t, f
640, 826, 2409, 2940, 33, 28, 349, 127, 116, 1349, B, f, f
1074, 1341, 4928, 7310, 88, 85, 496, 186, 641, 2858, A, f, f
85, 78, 359, 400, 3, 4, 30, 63, 80, 141, D2, t, f
483, 434, 2073, 3096, 29, 36, 32, 41, 88, 1868, B, t, f
928, 805, 4736, 3965, 64, 65, 1030, 818, 788, 1704, C, f, f
433, 226, 2236, 1580, 26, 20, 85, 612, 391, 536, C, f, f
678, 909, 2898, 5037, 69, 69, 233, 173, 301, 2144, C, f, f
95, 9, 540, 0, 20, 0, 54, 71, 102, 199, C, f, f
748, 640, 3564, 4648, 54, 56, 114, 484, 413, 2138, C, f, f
616, 744, 2310, 2862, 55, 54, 308, 208, 397, 1316, D1, f, f
600, 213, 2522, 920, 26, 20, 290, 226, 298, 1714, D1, f, f
1259, 1519, 5160, 5320, 86, 76, 403, 403, 546, 2786, C, f, f
948, 494, 4472, 2324, 86, 83, 440, 830, 1063, 1878, C, f, f
834, 544, 4347, 2550, 63, 50, 709, 945, 886, 1391, B, f, f
1659, 1313, 5822, 4257, 82, 99, 448, 509, 754, 3784, B, f, f
1114, 524, 5600, 3577, 80, 73, 546, 854, 956, 2184, C, f, f
770, 607, 3816, 2627, 36, 37, 664, 929, 929, 1602, D2, f, t
1722, 1235, 9021, 8352, 97, 116, 1618, 809, 1161, 5502, B, f, f
1448, 1362, 6708, 5994, 86, 81, 856, 767, 590, 3756, B, f, f
1113, 1176, 4420, 5310, 52, 59, 873, 520, 168, 2740, D1, f, f
545, 272, 2121, 920, 21, 20, 561, 387, 254, 784, C, f, f
1372, 963, 9108, 5994, 90, 74, 2592, 1999, 1703, 1702, A, t, f
192, 104, 624, 432, 24, 27, 110, 134, 49, 361, D2, f, t
961, 612, 3388, 2684, 44, 44, 466, 208, 257, 2161, D2, t, f
1524, 1718, 5100, 6375, 60, 75, 313, 439, 940, 3009, D1, f, f
519, 853, 2210, 4158, 65, 66, 790, 546, 431, 773, B, f, f
380, 191, 2394, 1216, 38, 32, 189, 496, 569, 933, B, f, f
288, 123, 1568, 1092, 98, 84, 223, 252, 158, 846, C, f, f
1901, 1073, 7788, 5723, 60, 59, 198, 145, 259, 7024, C, t, f
91, 36, 732, 434, 12, 14, 228, 52, 223, 256, C, f, f
454, 276, 2075, 1080, 37, 40, 105, 115, 135, 1574, B, t, f
231, 220, 957, 1136, 15, 16, 32, 29, 53, 841, B, t, f
464, 572, 2688, 3519, 56, 69, 260, 91, 291, 1155, B, f, t
991, 1552, 4697, 8526, 77, 98, 414, 207, 1081, 2395, B, f, f
1000, 790, 6853, 6363, 89, 101, 407, 1480, 1332, 3152, C, f, f
330, 128, 1958, 833, 22, 17, 358, 119, 227, 763, D1, f, f
416, 207, 1819, 1425, 17, 15, 521, 177, 144, 709, C, f, f
616, 753, 3504, 5330, 73, 82, 478, 447, 724, 1962, A, f, f
147, 914, 979, 7560, 89, 105, 28, 236, 80, 401, B, f, t
110, 114, 754, 760, 13, 10, 208, 32, 57, 346, C, f, f
35, 63, 132, 243, 3, 3, 5, 8, 19, 93, D1, f, t
712, 363, 3240, 2345, 36, 35, 1114, 414, 777, 648, C, f, f
323, 161, 1829, 1452, 31, 33, 349, 368, 106, 859, B, f, f
714, 418, 4389, 2478, 38, 42, 429, 254, 333, 2799, D1, t, f
8, 20, 40, 134, 2, 2, 3, 6, 3, 25, A, f, f
216, 321, 1360, 2160, 34, 30, 454, 270, 86, 394, C, f, f
1230, 582, 4940, 1922, 65, 62, 301, 83, 394, 3902, B, f, f
651, 804, 2576, 2970, 46, 55, 363, 205, 544, 1365, C, f, f
1274, 2095, 4635, 6750, 98, 125, 1147, 1147, 605, 2548, D1, t, f
584, 498, 2030, 1560, 26, 20, 239, 194, 284, 1383, C, t, f
964, 1452, 5184, 8280, 72, 90, 758, 458, 229, 3421, C, f, f
100, 261, 693, 3366, 77, 66, 84, 146, 71, 381, C, f, f
607, 640, 3234, 3774, 66, 51, 555, 908, 857, 1552, B, f, f
412, 278, 1900, 1386, 38, 22, 395, 347, 119, 703, C, f, f
581, 457, 2371, 1800, 28, 25, 744, 708, 389, 599, A, t, t
875, 474, 6390, 3735, 71, 45, 541, 1388, 237, 3003, A, f, f
1674, 946, 6225, 3720, 83, 93, 762, 666, 889, 3050, B, f, f
964, 1057, 3444, 3772, 84, 82, 688, 688, 223, 1722, C, f, f
346, 564, 950, 3320, 36, 40, 21, 93, 103, 647, D2, t, t
462, 805, 1724, 3060, 56, 51, 252, 98, 70, 1023, A, t, f
1387, 745, 6804, 6612, 81, 76, 1257, 2020, 1212, 2313, B, f, f
224, 119, 1395, 1023, 45, 33, 154, 375, 419, 292, D1, f, f
417, 435, 2046, 2538, 62, 47, 388, 404, 497, 491, B, f, t
1526, 1176, 11011, 11322, 91, 111, 1327, 965, 784, 7993, A, t, f
899, 917, 4144, 5775, 56, 55, 615, 593, 746, 1947, A, f, t
899, 652, 4758, 4425, 61, 59, 270, 110, 350, 3758, D2, f, f
325, 461, 1056, 1620, 32, 30, 111, 81, 54, 718, C, f, f
9, 1, 61, 0, 1, 0, 5, 0, 7, 35, C, t, t
1636, 120, 9300, 0, 100, 0, 1307, 3509, 1858, 2418, B, f, f
1555, 1249, 7665, 10192, 73, 98, 1223, 1048, 1354, 3295, B, f, f
272, 605, 1296, 2964, 54, 57, 147, 280, 225, 518, C, f, f
2394, 1732, 8372, 5382, 92, 78, 1584, 405, 221, 4688, B, f, f
1689, 2369, 7220, 10600, 95, 106, 1048, 1477, 1620, 2454, B, f, f
254, 329, 986, 1450, 23, 25, 183, 31, 144, 596, B, t, f
865, 859, 3936, 3895, 96, 95, 865, 728, 767, 1968, C, f, t
818, 537, 4788, 2891, 63, 59, 759, 1486, 1156, 1484, A, f, f
1064, 484, 5244, 2244, 69, 44, 926, 657, 149, 2254, D1, f, f
293, 166, 1658, 715, 13, 13, 357, 63, 663, 382, D2, t, f
74, 47, 360, 335, 8, 5, 64, 92, 83, 129, D2, f, f
733, 314, 2945, 1352, 31, 26, 420, 345, 240, 1443, C, f, f
1337, 891, 6278, 3871, 73, 79, 823, 715, 1288, 2699, D1, f, f
1808, 1306, 8736, 6545, 84, 77, 386, 431, 443, 7600, C, f, f
1532, 1171, 7900, 6882, 79, 74, 1598, 1090, 799, 4266, C, f, f
687, 364, 3003, 2090, 39, 38, 384, 512, 934, 1171, C, f, f
239, 404, 960, 1350, 48, 30, 93, 142, 137, 470, D1, f, t
953, 443, 5358, 3150, 47, 42, 428, 514, 497, 3643, C, f, f
1540, 1256, 5600, 5358, 100, 114, 604, 756, 1058, 3080, B, f, f
494, 547, 3015, 3886, 67, 58, 390, 314, 119, 1929, B, f, f
731, 1052, 3588, 5796, 69, 92, 633, 400, 439, 2296, B, f, t
1489, 324, 6945, 0, 82, 0, 117, 158, 203, 6493, B, t, f
159, 85, 810, 450, 10, 10, 73, 184, 167, 380, D1, f, f
54, 26, 187, 80, 2, 2, 15, 45, 20, 48, D2, t, f
526, 401, 2148, 1430, 31, 22, 362, 475, 90, 1015, D1, t, f
381, 272, 3003, 2976, 39, 48, 350, 461, 461, 1411, C, f, t
1174, 431, 6489, 3068, 63, 52, 1033, 1186, 497, 2660, B, f, f
1683, 1613, 7150, 9450, 100, 90, 1439, 774, 1439, 3460, C, t, f
2467, 1338, 7453, 4950, 88, 66, 390, 252, 350, 6639, B, t, f
134, 114, 1062, 1300, 21, 20, 215, 222, 235, 408, C, t, t
107, 155, 552, 989, 23, 23, 39, 82, 47, 303, A, f, f
418, 345, 2072, 1580, 28, 20, 396, 564, 336, 870, C, f, f
960, 380, 3622, 1620, 37, 20, 350, 715, 795, 2031, D2, t, f
395, 627, 1848, 2490, 28, 30, 297, 144, 136, 997, C, f, f
98, 117, 385, 472, 7, 8, 76, 35, 49, 215, A, f, f
698, 506, 3085, 2520, 33, 36, 737, 788, 584, 542, C, t, t
710, 267, 5040, 1938, 70, 57, 1368, 327, 208, 2066, C, f, f
990, 619, 4620, 2970, 70, 54, 738, 937, 1278, 1778, C, t, f
47, 127, 230, 896, 10, 14, 46, 32, 49, 110, C, f, f
1343, 934, 6853, 5695, 77, 85, 1369, 296, 1147, 3152, A, f, f
609, 889, 2679, 5220, 87, 58, 381, 508, 619, 1090, B, t, f
250, 211, 1375, 1541, 25, 23, 94, 109, 94, 852, A, f, f
953, 139, 5180, 0, 74, 0, 428, 476, 571, 2797, C, f, f
313, 260, 1846, 1664, 26, 32, 110, 188, 343, 738, D2, f, f
2153, 1169, 8648, 8296, 92, 136, 886, 709, 1312, 5102, C, f, f
555, 232, 3415, 1548, 45, 43, 958, 548, 931, 675, C, t, f
264, 206, 1037, 1240, 17, 20, 256, 264, 124, 259, C, f, f
2163, 1384, 7837, 5460, 75, 60, 1583, 1445, 1170, 4395, B, t, f
585, 555, 3528, 3807, 42, 47, 858, 970, 90, 1270, D1, f, f
981, 563, 3927, 2232, 33, 24, 471, 271, 212, 2748, C, f, f
2084, 1145, 8832, 5734, 96, 94, 1335, 954, 2241, 4062, C, f, f
195, 132, 732, 429, 12, 11, 138, 226, 138, 270, D2, f, f
290, 185, 1352, 884, 26, 26, 176, 79, 292, 743, C, f, t
670, 1032, 2530, 5720, 100, 110, 667, 472, 333, 1140, B, t, t
275, 702, 1530, 4071, 45, 59, 208, 587, 428, 306, C, f, f
937, 915, 4224, 3304, 64, 56, 730, 425, 588, 2196, B, f, f
