30 0 1 Inf 0.730693040452846 -0.134968823804336 0 Inf 7.5 0 ; 23 41 51
21 0 1 Inf 0.625315639127346 -0.0514256228938192 0 Inf 16.2037037037037 0 ; 12 32 42 52
27 12 0.555555555555556 -1.25 0.410304145386664 -0.069023127261308 0.444444444444444 2.25 1.90677966101695 0.847457627118644 ; 11 23
11 1 0.909090909090909 -10 0.332967166617389 -0.086736260730567 0.0909090909090909 11 5.1789077212806 0.470809792843691 ; 11 32 42 52
12 8 0.333333333333333 -0.5 0.208520141506618 0.0292866656047292 0.666666666666667 1.5 2.10526315789474 1.40350877192982 ; 22 32 52
12 0 1 Inf 0.363669150724521 -0.063219365716284 0 Inf 5.10618983679104 0 ; 13 21 33 43
18 6 0.666666666666667 -2 0.222008262583023 -0.0867066619562521 0.333333333333333 3 2.4085637823372 0.8028545941124 ; 11 22 31
15 20 -0.333333333333333 0.25 -0.116543309349613 0.0291358273374033 1.33333333333333 0.75 0.789473684210526 1.05263157894737 ; 22 52
11 0 1 Inf 0.187049359228803 -0.117916286154789 0 Inf 4.54290150989527 0 ; 11 21 32 42
39 5 0.871794871794872 -6.8 0.720659878507205 -0.0761667976243118 0.128205128205128 7.8 5.80165289256199 0.743801652892562 ; 13 33 53
10 4 0.6 -1.5 0.264958600999098 -0.0892352692886015 0.4 2.5 2.27272727272727 0.909090909090909 ; 12 33 53
23 5 0.782608695652174 -3.6 0.353408361084115 -0.0948378069858678 0.217391304347826 4.6 3.00130491518051 0.652457590256633 ; 13 22 33
17 4 0.764705882352941 -3.25 0.317948128687405 -0.0490666047507472 0.235294117647059 4.25 2.91762013729977 0.68649885583524 ; 21 43 53
22 2 0.909090909090909 -10 0.545539072777276 -0.0820129036811782 0.0909090909090909 11 5.09259259259259 0.462962962962963 ; 12 42 52
12 17 -0.416666666666667 0.294117647058824 -0.152855695910666 -0.00299717050805228 1.41666666666667 0.705882352941177 0.701754385964912 0.994152046783626 ; 22 32
21 13 0.380952380952381 -0.615384615384615 0.0028501597951257 -0.22516262381493 0.619047619047619 1.61538461538462 1.00478468899522 0.62200956937799 ; 13 21
49 14 0.714285714285714 -2.5 0.913346259032624 -0.117851130197758 0.285714285714286 3.5 2.72222222222222 0.777777777777778 ; 42 52
20 6 0.7 -2.33333333333333 0.343037735658155 -0.060770240221583 0.3 3.33333333333333 3.12044934470564 0.936134803411691 ; 13 22 43
18 1 0.944444444444444 -17 0.404701496513842 -0.094244966785004 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 41 51
27 3 0.888888888888889 -8 0.599221241579107 -0.0735922837426967 0.111111111111111 9 5.72033898305085 0.635593220338983 ; 11 23 31
27 0 1 Inf 0.757238288343863 -0.0646382834380821 0 Inf 51.4830508474576 0 ; 11 23 31 41 51
21 4 0.80952380952381 -4.25 0.327681968422467 -0.060088899907427 0.19047619047619 5.25 3.01435406698565 0.574162679425837 ; 13 22 53
15 1 0.933333333333333 -14 0.239401969279088 -0.104338339636287 0.0666666666666667 15 1.9573727707699 0.130491518051327 ; 13 21 33
43 18 0.581395348837209 -1.38888888888889 0.655502392344498 -0.062200956937799 0.418604651162791 2.38888888888889 2.13223140495868 0.892561983471074 ; 13 33
20 0 1 Inf 0.529456482385466 -0.0768511186539554 0 Inf 25.5309491839552 0 ; 13 22 33 43 53
11 5 0.545454545454545 -1.2 -0.00913346719548128 -0.106021664185398 0.454545454545455 2.2 1.36287045296858 0.619486569531173 ; 11 21 42
11 6 0.454545454545455 -0.833333333333333 0.158099890904008 -0.0427210418380571 0.545454545454545 1.83333333333333 1.86440677966102 1.01694915254237 ; 11 32 52
34 14 0.588235294117647 -1.42857142857143 0.437037410061049 -0.145679136687016 0.411764705882353 2.42857142857143 1.78947368421053 0.736842105263158 ; 21 52
10 10 0 0 -0.0662266178532522 -0.0662266178532522 1 1 0.833333333333333 0.833333333333333 ; 12 53
10 1 0.9 -9 0.17867948668727 -0.0953241692184716 0.1 10 3.71691941718704 0.371691941718704 ; 11 21 42 52
44 5 0.886363636363636 -7.8 0.893725749918909 -0.0510385064022318 0.113636363636364 8.8 8.14814814814815 0.925925925925926 ; 32 42 52
11 3 0.727272727272727 -2.66666666666667 0.133241806221576 -0.0952061552484392 0.272727272727273 3.66666666666667 1.55367231638418 0.423728813559322 ; 11 42 52
18 2 0.888888888888889 -8 0.404701496513842 -0.0788643617573117 0.111111111111111 9 7.2256913470116 0.8028545941124 ; 11 22 31 51
47 18 0.617021276595745 -1.61111111111111 0.791320018671387 -0.0482512206506943 0.382978723404255 2.61111111111111 2.38983050847458 0.915254237288136 ; 11 51
12 3 0.75 -3 0.197532073835983 -0.0784865889227551 0.25 4 1.87226960682338 0.468067401705846 ; 13 21 43
24 18 0.25 -0.333333333333333 0.145679136687016 -0.0291358273374033 0.75 1.33333333333333 1.26315789473684 0.947368421052632 ; 22 53
16 13 0.1875 -0.230769230769231 -0.0684762383262326 -0.156517116174246 0.8125 1.23076923076923 0.872727272727273 0.709090909090909 ; 13 52
16 0 1 Inf 0.478925825411959 -0.0964377943170215 0 Inf 9.74658869395712 0 ; 12 21 42 52
21 19 0.0952380952380952 -0.105263157894737 0.0582716546748065 0 0.904761904761905 1.10526315789474 1.10526315789474 1 ; 21 53
20 0 1 Inf 0.44852772186809 -0.0688041949326973 0 Inf 9.36134803411692 0 ; 13 22 43 53
45 2 0.955555555555556 -21.5 0.894635505056936 -0.0955765377707369 0.0444444444444444 22.5 8.00395256916996 0.355731225296443 ; 33 43 53
18 2 0.888888888888889 -8 0.313909448441731 -0.153498033570479 0.111111111111111 9 2.84210526315789 0.315789473684211 ; 22 41 51
18 13 0.277777777777778 -0.384615384615385 -0.0291358273374033 -0.17481496402442 0.722222222222222 1.38461538461538 0.947368421052632 0.68421052631579 ; 22 51
50 5 0.9 -9 1 -0.06 0.1 10 9 0.9 ; 31 41 51
14 6 0.571428571428571 -1.33333333333333 0.212951067119622 -0.0536075988868362 0.428571428571429 2.33333333333333 2.04678362573099 0.87719298245614 ; 22 42 52
50 17 0.66 -1.94117647058824 1 0.01 0.34 2.94117647058824 3 1.02 ; 31 51
34 3 0.911764705882353 -10.3333333333333 0.616852624040045 -0.121417281842086 0.0882352941176471 11.3333333333333 4.97076023391813 0.43859649122807 ; 21 42 52
24 4 0.833333333333333 -5 0.406504100730533 -0.0888722849691553 0.166666666666667 6 3.44497607655502 0.574162679425837 ; 22 33 53
44 17 0.613636363636364 -1.58823529411765 0.894959429780133 0.0617213399848368 0.386363636363636 2.58823529411765 2.93333333333333 1.13333333333333 ; 32 52
47 2 0.957446808510638 -22.5 0.895660009335693 -0.03 0.0425531914893617 23.5 21.5084745762712 0.915254237288136 ; 11 31 41 51
18 15 0.166666666666667 -0.2 -0.0291358273374033 -0.116543309349613 0.833333333333333 1.2 0.947368421052632 0.789473684210526 ; 22 31
12 11 0.0833333333333333 -0.0909090909090909 -0.169753409684498 -0.199534709629147 0.916666666666667 1.09090909090909 0.677966101694915 0.621468926553672 ; 11 32
30 0 1 Inf 0.730693040452846 -0.0939310541621275 0 Inf 7.5 0 ; 23 31 41
15 4 0.733333333333333 -2.75 0.364583384153451 -0.0687834208633857 0.266666666666667 3.75 3.65497076023392 0.974658869395712 ; 12 21 32
12 0 1 Inf 0.404162067130837 -0.0783178777046151 0 Inf 6.06060606060606 0 ; 13 32 42 52
23 20 0.130434782608696 -0.15 0.0598533556976396 -0.0256514381561313 0.869565217391304 1.15 1.10047846889952 0.956937799043062 ; 21 33
17 0 1 Inf 0.464622349093135 -0.0544464137421308 0 Inf 7.95714582899938 0 ; 21 33 43 53
15 1 0.933333333333333 -14 0.464998898415737 -0.0428657917276184 0.0666666666666667 15 10.9649122807018 0.730994152046784 ; 12 21 32 52
23 0 1 Inf 0.532942028372085 -0.0931966075413308 0 Inf 10.7655502392345 0 ; 22 33 43 53
12 2 0.833333333333333 -5 0.375638082695384 -0.0331807260295831 0.166666666666667 6 5.84795321637427 0.974658869395712 ; 22 32 42 52
21 2 0.904761904761905 -9.5 0.45206357718608 -0.0799914473716905 0.0952380952380952 10.5 8.22096563723358 0.78294910830796 ; 13 22 33 53
16 3 0.8125 -4.33333333333333 0.367003309768784 -0.0662510557634946 0.1875 5.33333333333333 3.50877192982456 0.657894736842105 ; 12 21 52
12 2 0.833333333333333 -5 0.230211055866128 -0.0869448980783474 0.166666666666667 6 2.18181818181818 0.363636363636364 ; 13 32 52
27 3 0.888888888888889 -8 0.599221241579107 -0.0336037817100714 0.111111111111111 9 5.72033898305085 0.635593220338983 ; 11 23 41
15 0 1 Inf 0.470970079589517 -0.0942264099996365 0 Inf 10.1526965562053 0 ; 12 21 32 42
37 17 0.540540540540541 -1.17647058823529 0.604043492697268 0.00400028803110773 0.459459459459459 2.17647058823529 2.19367588932806 1.00790513833992 ; 13 43
24 3 0.875 -7 0.414043151057241 -0.0997727456779597 0.125 8 3.74453921364677 0.468067401705846 ; 22 33 43
30 2 0.933333333333333 -14 0.730693040452846 -0.0960065934465449 0.0666666666666667 15 7.5 0.5 ; 23 31 51
31 2 0.935483870967742 -14.5 0.592858415180324 -0.0589566941506 0.0645161290322581 15.5 5.43859649122807 0.350877192982456 ; 21 32 52
49 15 0.693877551020408 -2.26666666666667 0.899973418001914 -0.0978231976089037 0.306122448979592 3.26666666666667 2.67272727272727 0.818181818181818 ; 33 53
12 1 0.916666666666667 -11 0.146801219425062 -0.15797933943354 0.0833333333333333 12 1.88323917137476 0.156936597614564 ; 11 32 42
20 4 0.8 -4 0.339366142791453 -0.0411582119216783 0.2 5 2.87081339712919 0.574162679425837 ; 21 33 53
47 19 0.595744680851064 -1.47368421052632 0.791320018671387 -0.0193004882602777 0.404255319148936 2.47368421052632 2.38983050847458 0.966101694915254 ; 11 31
38 17 0.552631578947368 -1.23529411764706 0.500174203026464 -0.100721578641485 0.447368421052632 2.23529411764706 1.85185185185185 0.828460038986355 ; 21 42
18 14 0.222222222222222 -0.285714285714286 -0.0291358273374033 -0.145679136687016 0.777777777777778 1.28571428571429 0.947368421052632 0.736842105263158 ; 22 41
18 1 0.944444444444444 -17 0.404701496513842 -0.0647079022741334 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 41
10 5 0.5 -1 -0.0262430163170616 -0.0586515755979628 0.5 2 1.33809099018733 0.669045495093667 ; 11 21 52
19 18 0.0526315789473684 -0.0555555555555556 -0.0961594035849142 -0.124276188258866 0.947368421052632 1.05555555555556 0.847457627118644 0.8028545941124 ; 11 22
13 4 0.692307692307692 -2.25 0.222541879881712 -0.0978796207137209 0.307692307692308 3.25 1.86602870813397 0.574162679425837 ; 13 21 53
24 8 0.666666666666667 -2 0.359024561106316 -0.161300889772403 0.333333333333333 3 1.85185185185185 0.617283950617284 ; 12 42
30 0 1 Inf 0.798019780339635 -0.0962266178532522 0 Inf 22.5 0 ; 23 31 41 51
37 0 1 Inf 0.758326037564629 -0.0689010867575224 0 Inf 17.9482572763205 0 ; 13 33 43 53
20 1 0.95 -19 0.455423046936445 -0.0733622566665359 0.05 20 8.51031639465174 0.425515819732587 ; 13 22 33 43
11 3 0.727272727272727 -2.66666666666667 0.00398829479555607 -0.11079094320526 0.272727272727273 3.66666666666667 1.6354445435623 0.446030330062444 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.0899656399698535 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 1 0.944444444444444 -17 0.485432086331298 -0.102839568343508 0.0555555555555556 18 8.52631578947368 0.473684210526316 ; 22 31 41 51
29 18 0.379310344827586 -0.611111111111111 0.230862943405181 -0.0826546340586452 0.620689655172414 1.61111111111111 1.38755980861244 0.861244019138756 ; 13 22
30 7 0.766666666666667 -3.28571428571429 0.59603956067927 -0.16556654463313 0.233333333333333 4.28571428571429 2.5 0.583333333333333 ; 23 51
13 21 -0.615384615384615 0.380952380952381 -0.264860111628623 -0.0399258342370111 1.61538461538462 0.619047619047619 0.579839429081178 0.936663693131133 ; 11 21
12 0 1 Inf 0.46566339645709 -0.0678518013500639 0 Inf 15.3185695103731 0 ; 13 21 33 43 53
10 0 1 Inf 0.182175896140707 -0.0677800636979699 0 Inf 4.46030330062444 0 ; 11 21 32 52
45 11 0.755555555555556 -3.09090909090909 0.909870162371853 -0.132902383267799 0.244444444444444 4.09090909090909 2.93478260869565 0.717391304347826 ; 43 53
12 1 0.916666666666667 -11 0.361206977288302 -0.0728063980603827 0.0833333333333333 12 5.61680882047015 0.468067401705846 ; 13 21 43 53
17 17 0 0 -0.014297430984443 -0.014297430984443 1 1 0.97254004576659 0.97254004576659 ; 21 43
18 20 -0.111111111111111 0.1 -0.0518785847899556 0.00576428719888396 1.11111111111111 0.9 0.909090909090909 1.01010101010101 ; 13 42
18 1 0.944444444444444 -17 0.519039317041704 -0.0741313598319915 0.0555555555555556 18 21.6770740410348 1.2042818911686 ; 11 22 31 41 51
27 16 0.407407407407407 -0.6875 0.173859747502667 -0.139657829961159 0.592592592592593 1.6875 1.29186602870813 0.76555023923445 ; 22 33
12 15 -0.25 0.2 -0.262714492984284 -0.177417579677699 1.25 0.8 0.564971751412429 0.706214689265537 ; 11 42
30 9 0.7 -2.33333333333333 0.59603956067927 -0.0993399267798783 0.3 3.33333333333333 2.5 0.75 ; 23 41
31 0 1 Inf 0.677494544757338 -0.0820714200474695 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 0 1 Inf 0.697503884014663 -0.0707657694186525 0 Inf 17.1610169491525 0 ; 11 23 31 51
47 5 0.893617021276596 -8.4 0.860880012447591 -0.019183902970324 0.106382978723404 9.4 7.16949152542373 0.76271186440678 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.073405407797113 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 3 0.75 -3 0.187355372236386 -0.0573634644339935 0.25 4 1.94931773879142 0.487329434697856 ; 22 32 42
21 10 0.523809523809524 -1.1 0.347445625708147 -0.0272506373104429 0.476190476190476 2.1 1.94444444444444 0.925925925925926 ; 12 32
21 1 0.952380952380952 -20 0.526447249252811 -0.0951790853588734 0.0476190476190476 21 5.40123456790124 0.257201646090535 ; 12 32 42
30 8 0.733333333333333 -2.75 0.59603956067927 -0.132453235706504 0.266666666666667 3.75 2.5 0.666666666666667 ; 23 31
37 2 0.945945945945946 -17.5 0.706805826748108 -0.0657927778543079 0.0540540540540541 18.5 6.58102766798419 0.355731225296443 ; 13 43 53
18 4 0.777777777777778 -3.5 0.313909448441731 -0.104074148678876 0.222222222222222 4.5 2.84210526315789 0.631578947368421 ; 22 31 41
18 3 0.833333333333333 -5 0.222008262583023 -0.115780790977993 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 51
13 0 1 Inf 0.380492467614864 -0.0798857424739994 0 Inf 5.08916920400174 0 ; 13 21 33 53
47 5 0.893617021276596 -8.4 0.860880012447591 -0.0402331705799074 0.106382978723404 9.4 7.16949152542373 0.76271186440678 ; 11 41 51
11 20 -0.818181818181818 0.45 -0.25090634738361 0.00965024413013886 1.81818181818182 0.55 0.559322033898305 1.01694915254237 ; 11 52
39 16 0.58974358974359 -1.4375 0.606503825175203 -0.0684762383262326 0.41025641025641 2.4375 2.12727272727273 0.872727272727273 ; 13 53
27 0 1 Inf 0.697503884014663 -0.0757715184023399 0 Inf 17.1610169491525 0 ; 11 23 41 51
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0674678720116366 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 41
50 15 0.7 -2.33333333333333 1 -0.05 0.3 3.33333333333333 3 0.9 ; 31 41
45 13 0.711111111111111 -2.46153846153846 0.87287156094397 -0.0969857289937744 0.288888888888889 3.46153846153846 2.77777777777778 0.802469135802469 ; 32 42
27 2 0.925925925925926 -12.5 0.599221241579107 -0.0942802975150443 0.0740740740740741 13.5 5.72033898305085 0.423728813559322 ; 11 23 51
47 6 0.872340425531915 -6.83333333333333 0.860880012447591 -0.000582926449768562 0.127659574468085 7.83333333333333 7.16949152542373 0.915254237288136 ; 11 31 41
12 11 0.0833333333333333 -0.0909090909090909 -0.135850023855518 -0.166038918045633 0.916666666666667 1.09090909090909 0.727272727272727 0.666666666666667 ; 13 32
12 10 0.166666666666667 -0.2 -0.0388709971513682 -0.103655992403649 0.833333333333333 1.2 0.909090909090909 0.757575757575758 ; 12 33
18 0 1 Inf 0.386308295061732 -0.116069935981327 0 Inf 3.65497076023392 0 ; 12 21 42
24 14 0.416666666666667 -0.714285714285714 0.194206770872017 -0.103656374637212 0.583333333333333 1.71428571428571 1.37299771167048 0.80091533180778 ; 22 43
23 13 0.434782608695652 -0.769230769230769 0.364246398192887 0.0331133089266261 0.565217391304348 1.76923076923077 1.91666666666667 1.08333333333333 ; 12 52
23 3 0.869565217391304 -6.66666666666667 0.416585356643629 -0.0885648617474712 0.130434782608696 7.66666666666667 3.94736842105263 0.51487414187643 ; 22 43 53
