18 15 0.166666666666667 -0.2 -0.0291358273374033 -0.116543309349613 0.833333333333333 1.2 0.947368421052632 0.789473684210526 ; 22 31
12 15 -0.25 0.2 -0.169753409684498 -0.0804095098505518 1.25 0.8 0.677966101694915 0.847457627118644 ; 11 32
30 0 1 Inf 0.730693040452846 -0.126006593446545 0 Inf 7.5 0 ; 23 31 41
15 2 0.866666666666667 -6.5 0.364583384153451 -0.0834055585180918 0.133333333333333 7.5 3.65497076023392 0.487329434697856 ; 12 21 32
12 1 0.916666666666667 -11 0.404162067130837 -0.0932535569255679 0.0833333333333333 12 6.06060606060606 0.505050505050505 ; 13 32 42 52
23 13 0.434782608695652 -0.769230769230769 0.0598533556976396 -0.22516262381493 0.565217391304348 1.76923076923077 1.10047846889952 0.622009569377991 ; 21 33
17 0 1 Inf 0.464622349093135 -0.121641887482537 0 Inf 7.95714582899938 0 ; 21 33 43 53
15 0 1 Inf 0.464998898415737 -0.0772199127450611 0 Inf 10.9649122807018 0 ; 12 21 32 52
23 2 0.91304347826087 -10.5 0.532942028372085 -0.0385374654637124 0.0869565217391304 11.5 10.7655502392345 0.936134803411691 ; 22 33 43 53
12 0 1 Inf 0.375638082695384 -0.10301963090093 0 Inf 5.84795321637427 0 ; 22 32 42 52
21 0 1 Inf 0.45206357718608 -0.0557845443850078 0 Inf 8.22096563723358 0 ; 13 22 33 53
16 3 0.8125 -4.33333333333333 0.367003309768784 -0.0367432551077674 0.1875 5.33333333333333 3.50877192982456 0.657894736842105 ; 12 21 52
12 6 0.5 -1 0.230211055866128 -0.0687805298628868 0.5 2 2.18181818181818 1.09090909090909 ; 13 32 52
27 1 0.962962962962963 -26 0.599221241579107 -0.0828564754005818 0.037037037037037 27 5.72033898305085 0.211864406779661 ; 11 23 41
15 0 1 Inf 0.470970079589517 -0.071621308706129 0 Inf 10.1526965562053 0 ; 12 21 32 42
37 15 0.594594594594595 -1.46666666666667 0.604043492697268 -0.0560040324355083 0.405405405405405 2.46666666666667 2.19367588932806 0.889328063241107 ; 13 43
24 3 0.875 -7 0.414043151057241 -0.0805592871929515 0.125 8 3.74453921364677 0.468067401705846 ; 22 33 43
30 2 0.933333333333333 -14 0.730693040452846 -0.114968823804336 0.0666666666666667 15 7.5 0.5 ; 23 31 51
31 3 0.903225806451613 -9.33333333333333 0.592858415180324 -0.0809766908861876 0.0967741935483871 10.3333333333333 5.43859649122807 0.526315789473684 ; 21 32 52
49 17 0.653061224489796 -1.88235294117647 0.899973418001914 -0.0391292790435615 0.346938775510204 2.88235294117647 2.67272727272727 0.927272727272727 ; 33 53
12 5 0.583333333333333 -1.4 0.146801219425062 -0.108793504695499 0.416666666666667 2.4 1.88323917137476 0.784682988072819 ; 11 32 42
20 3 0.85 -5.66666666666667 0.339366142791453 -0.117233128290234 0.15 6.66666666666667 2.87081339712919 0.430622009569378 ; 21 33 53
47 16 0.659574468085106 -1.9375 0.791320018671387 -0.106152685431527 0.340425531914894 2.9375 2.38983050847458 0.813559322033898 ; 11 31
38 21 0.447368421052632 -0.80952380952381 0.500174203026464 0.0137347607238388 0.552631578947368 1.80952380952381 1.85185185185185 1.0233918128655 ; 21 42
18 16 0.111111111111111 -0.125 -0.0291358273374033 -0.0874074820122098 0.888888888888889 1.125 0.947368421052632 0.842105263157895 ; 22 41
18 0 1 Inf 0.404701496513842 -0.0797134219468426 0 Inf 7.2256913470116 0 ; 11 22 31 41
10 7 0.3 -0.428571428571429 -0.0262430163170616 -0.0579722138223283 0.7 1.42857142857143 1.33809099018733 0.936663693131133 ; 11 21 52
19 21 -0.105263157894737 0.0952380952380952 -0.0961594035849142 -0.0399258342370111 1.10526315789474 0.904761904761905 0.847457627118644 0.936663693131133 ; 11 22
13 6 0.538461538461538 -1.16666666666667 0.222541879881712 -0.0797945719095006 0.461538461538462 2.16666666666667 1.86602870813397 0.861244019138756 ; 13 21 53
24 10 0.583333333333333 -1.4 0.359024561106316 -0.096260208412563 0.416666666666667 2.4 1.85185185185185 0.771604938271605 ; 12 42
30 0 1 Inf 0.798019780339635 -0.105707733032148 0 Inf 22.5 0 ; 23 31 41 51
37 1 0.972972972972973 -36 0.758326037564629 -0.0490995094574318 0.027027027027027 37 17.9482572763205 0.485088034495149 ; 13 33 43 53
20 1 0.95 -19 0.455423046936445 -0.0689027131665742 0.05 20 8.51031639465174 0.425515819732587 ; 13 22 33 43
11 4 0.636363636363636 -1.75 0.00398829479555607 -0.0798364980348546 0.363636363636364 2.75 1.6354445435623 0.594707106749926 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.0759936115673753 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 2 0.888888888888889 -8 0.485432086331298 -0.0887037410061049 0.111111111111111 9 8.52631578947368 0.947368421052632 ; 22 31 41 51
29 16 0.448275862068966 -0.8125 0.230862943405181 -0.139657829961159 0.551724137931034 1.8125 1.38755980861244 0.76555023923445 ; 13 22
30 10 0.666666666666667 -2 0.59603956067927 -0.0662266178532522 0.333333333333333 3 2.5 0.833333333333333 ; 23 51
13 19 -0.461538461538462 0.315789473684211 -0.264860111628623 -0.0961594035849142 1.46153846153846 0.684210526315789 0.579839429081178 0.847457627118644 ; 11 21
12 0 1 Inf 0.46566339645709 -0.0913908146070945 0 Inf 15.3185695103731 0 ; 13 21 33 43 53
10 0 1 Inf 0.182175896140707 -0.0683081236606483 0 Inf 4.46030330062444 0 ; 11 21 32 52
45 16 0.644444444444444 -1.8125 0.909870162371853 0.0204465205027383 0.355555555555556 2.8125 2.93478260869565 1.04347826086957 ; 43 53
12 1 0.916666666666667 -11 0.361206977288302 -0.0879215291755163 0.0833333333333333 12 5.61680882047015 0.468067401705846 ; 13 21 43 53
17 9 0.470588235294118 -0.888888888888889 -0.014297430984443 -0.252587947391826 0.529411764705882 1.88888888888889 0.97254004576659 0.51487414187643 ; 21 43
18 15 0.166666666666667 -0.2 -0.0518785847899556 -0.138342892773215 0.833333333333333 1.2 0.909090909090909 0.757575757575758 ; 13 42
18 0 1 Inf 0.519039317041704 -0.0919557068958639 0 Inf 21.6770740410348 0 ; 11 22 31 41 51
27 17 0.37037037037037 -0.588235294117647 0.173859747502667 -0.111156232009902 0.62962962962963 1.58823529411765 1.29186602870813 0.813397129186603 ; 22 33
12 16 -0.333333333333333 0.25 -0.262714492984284 -0.14898527524217 1.33333333333333 0.75 0.564971751412429 0.753295668549906 ; 11 42
30 9 0.7 -2.33333333333333 0.59603956067927 -0.0993399267798783 0.3 3.33333333333333 2.5 0.75 ; 23 41
31 0 1 Inf 0.677494544757338 -0.074005361854376 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 0 1 Inf 0.697503884014663 -0.124173719703081 0 Inf 17.1610169491525 0 ; 11 23 31 51
47 0 1 Inf 0.860880012447591 -0.126385856011435 0 Inf 7.16949152542373 0 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.0760681783350623 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 4 0.666666666666667 -2 0.187355372236386 -0.0873351695145163 0.333333333333333 3 1.94931773879142 0.649772579597141 ; 22 32 42
21 5 0.761904761904762 -3.2 0.347445625708147 -0.197567120500711 0.238095238095238 4.2 1.94444444444444 0.462962962962963 ; 12 32
21 0 1 Inf 0.526447249252811 -0.13027101930235 0 Inf 5.40123456790124 0 ; 12 32 42
30 6 0.8 -4 0.59603956067927 -0.198679853559757 0.2 5 2.5 0.5 ; 23 31
37 4 0.891891891891892 -8.25 0.706805826748108 -0.0444602365138912 0.108108108108108 9.25 6.58102766798419 0.711462450592886 ; 13 43 53
18 5 0.722222222222222 -2.6 0.313909448441731 -0.0946502637872743 0.277777777777778 3.6 2.84210526315789 0.789473684210526 ; 22 31 41
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0970674571715316 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 51
13 2 0.846153846153846 -5.5 0.380492467614864 -0.0799586956018194 0.153846153846154 6.5 5.08916920400174 0.78294910830796 ; 13 21 33 53
47 4 0.914893617021277 -10.75 0.860880012447591 -0.117085367751157 0.0851063829787234 11.75 7.16949152542373 0.610169491525424 ; 11 41 51
11 20 -0.818181818181818 0.45 -0.25090634738361 0.00965024413013886 1.81818181818182 0.55 0.559322033898305 1.01694915254237 ; 11 52
39 15 0.615384615384615 -1.6 0.606503825175203 -0.0978231976089037 0.384615384615385 2.6 2.12727272727273 0.818181818181818 ; 13 53
27 1 0.962962962962963 -26 0.697503884014663 -0.102966821109629 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 41 51
18 3 0.833333333333333 -5 0.222008262583023 -0.0585281789666384 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 41
50 14 0.72 -2.57142857142857 1 -0.08 0.28 3.57142857142857 3 0.84 ; 31 41
45 13 0.711111111111111 -2.46153846153846 0.87287156094397 -0.0969857289937744 0.288888888888889 3.46153846153846 2.77777777777778 0.802469135802469 ; 32 42
27 5 0.814814814814815 -4.4 0.599221241579107 -0.120069926409067 0.185185185185185 5.4 5.72033898305085 1.05932203389831 ; 11 23 51
47 3 0.936170212765957 -14.6666666666667 0.860880012447591 -0.0781346353607406 0.0638297872340425 15.6666666666667 7.16949152542373 0.457627118644068 ; 11 31 41
12 15 -0.25 0.2 -0.135850023855518 -0.0452833412851726 1.25 0.8 0.727272727272727 0.909090909090909 ; 13 32
12 10 0.166666666666667 -0.2 -0.0388709971513682 -0.103655992403649 0.833333333333333 1.2 0.909090909090909 0.757575757575758 ; 12 33
18 5 0.722222222222222 -2.6 0.386308295061732 -0.0240781406910635 0.277777777777778 3.6 3.65497076023392 1.01526965562053 ; 12 21 42
24 18 0.25 -0.333333333333333 0.194206770872017 0.0154888835664799 0.75 1.33333333333333 1.37299771167048 1.02974828375286 ; 22 43
23 11 0.521739130434783 -1.09090909090909 0.364246398192887 -0.0331133089266261 0.478260869565217 2.09090909090909 1.91666666666667 0.916666666666667 ; 12 52
23 7 0.695652173913043 -2.28571428571429 0.416585356643629 0.0216904104688738 0.304347826086957 3.28571428571429 3.94736842105263 1.20137299771167 ; 22 43 53
