30 0 1 Inf 0.730693040452846 -0.0587422059510841 0 Inf 7.5 0 ; 23 41 51
34 3 0.911764705882353 -10.3333333333333 0.616852624040045 -0.0730314837784383 0.0882352941176471 11.3333333333333 4.97076023391813 0.43859649122807 ; 21 42 52
24 4 0.833333333333333 -5 0.406504100730533 -0.0505880894068938 0.166666666666667 6 3.44497607655502 0.574162679425837 ; 22 33 53
44 10 0.772727272727273 -3.4 0.894959429780133 -0.154303349962092 0.227272727272727 4.4 2.93333333333333 0.666666666666667 ; 32 52
47 0 1 Inf 0.895660009335693 -0.063775854455486 0 Inf 21.5084745762712 0 ; 11 31 41 51
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 31
12 18 -0.5 0.333333333333333 -0.169753409684498 0.00893438998339464 1.5 0.666666666666667 0.677966101694915 1.01694915254237 ; 11 32
30 4 0.866666666666667 -6.5 0.730693040452846 -0.0297799755932928 0.133333333333333 7.5 7.5 1 ; 23 31 41
15 2 0.866666666666667 -6.5 0.364583384153451 -0.0981205120807381 0.133333333333333 7.5 3.65497076023392 0.487329434697856 ; 12 21 32
12 0 1 Inf 0.404162067130837 -0.114534908136949 0 Inf 6.06060606060606 0 ; 13 32 42 52
23 18 0.217391304347826 -0.277777777777778 0.0598533556976396 -0.0826546340586452 0.782608695652174 1.27777777777778 1.10047846889952 0.861244019138756 ; 21 33
17 1 0.941176470588235 -16 0.464622349093135 -0.102789797684441 0.0588235294117647 17 7.95714582899938 0.468067401705846 ; 21 33 43 53
15 0 1 Inf 0.464998898415737 -0.0906712218991603 0 Inf 10.9649122807018 0 ; 12 21 32 52
23 1 0.956521739130435 -22 0.532942028372085 -0.0690148281953105 0.0434782608695652 23 10.7655502392345 0.468067401705846 ; 22 33 43 53
12 0 1 Inf 0.375638082695384 -0.0941995631265085 0 Inf 5.84795321637427 0 ; 22 32 42 52
21 2 0.904761904761905 -9.5 0.45206357718608 -0.0416041227244686 0.0952380952380952 10.5 8.22096563723358 0.78294910830796 ; 13 22 33 53
16 4 0.75 -3 0.367003309768784 -0.0712364132564305 0.25 4 3.50877192982456 0.877192982456141 ; 12 21 52
12 4 0.666666666666667 -2 0.230211055866128 -0.139669133508024 0.333333333333333 3 2.18181818181818 0.727272727272727 ; 13 32 52
27 4 0.851851851851852 -5.75 0.599221241579107 -0.0597794630763483 0.148148148148148 6.75 5.72033898305085 0.847457627118644 ; 11 23 41
15 2 0.866666666666667 -6.5 0.470970079589517 -0.0820769976199167 0.133333333333333 7.5 10.1526965562053 1.35369287416071 ; 12 21 32 42
37 15 0.594594594594595 -1.46666666666667 0.604043492697268 -0.0560040324355083 0.405405405405405 2.46666666666667 2.19367588932806 0.889328063241107 ; 13 43
24 4 0.833333333333333 -5 0.414043151057241 -0.0809155774987118 0.166666666666667 6 3.74453921364677 0.624089868941128 ; 22 33 43
30 2 0.933333333333333 -14 0.730693040452846 -0.0597799755932928 0.0666666666666667 15 7.5 0.5 ; 23 31 51
31 3 0.903225806451613 -9.33333333333333 0.592858415180324 -0.122088859430228 0.0967741935483871 10.3333333333333 5.43859649122807 0.526315789473684 ; 21 32 52
49 13 0.73469387755102 -2.76923076923077 0.899973418001914 -0.156517116174246 0.26530612244898 3.76923076923077 2.67272727272727 0.709090909090909 ; 33 53
12 3 0.75 -3 0.146801219425062 -0.117547189289897 0.25 4 1.88323917137476 0.470809792843691 ; 11 32 42
20 2 0.9 -9 0.339366142791453 -0.137995571419104 0.1 10 2.87081339712919 0.287081339712919 ; 21 33 53
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 31
38 18 0.526315789473684 -1.11111111111111 0.500174203026464 -0.0721074938001538 0.473684210526316 2.11111111111111 1.85185185185185 0.87719298245614 ; 21 42
18 13 0.277777777777778 -0.384615384615385 -0.0291358273374033 -0.17481496402442 0.722222222222222 1.38461538461538 0.947368421052632 0.68421052631579 ; 22 41
18 1 0.944444444444444 -17 0.404701496513842 -0.0695693931697432 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 41
10 7 0.3 -0.428571428571429 -0.0262430163170616 -0.0385483289307262 0.7 1.42857142857143 1.33809099018733 0.936663693131133 ; 11 21 52
19 21 -0.105263157894737 0.0952380952380952 -0.0961594035849142 -0.0399258342370111 1.10526315789474 0.904761904761905 0.847457627118644 0.936663693131133 ; 11 22
13 4 0.692307692307692 -2.25 0.222541879881712 -0.0893657597251231 0.307692307692308 3.25 1.86602870813397 0.574162679425837 ; 13 21 53
24 13 0.458333333333333 -0.846153846153846 0.359024561106316 0.0013008136271968 0.541666666666667 1.84615384615385 1.85185185185185 1.00308641975309 ; 12 42
30 0 1 Inf 0.798019780339635 -0.0520755392844174 0 Inf 22.5 0 ; 23 31 41 51
37 3 0.918918918918919 -11.3333333333333 0.758326037564629 -0.0743279896821758 0.0810810810810811 12.3333333333333 17.9482572763205 1.45526410348545 ; 13 33 43 53
20 0 1 Inf 0.455423046936445 -0.0595803256690354 0 Inf 8.51031639465174 0 ; 13 22 33 43
11 5 0.545454545454545 -1.2 0.00398829479555607 -0.0900174715309029 0.454545454545455 2.2 1.6354445435623 0.743383883437407 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.0995375929613061 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 0 1 Inf 0.485432086331298 -0.102839568343508 0 Inf 8.52631578947368 0 ; 22 31 41 51
29 18 0.379310344827586 -0.611111111111111 0.230862943405181 -0.0826546340586452 0.620689655172414 1.61111111111111 1.38755980861244 0.861244019138756 ; 13 22
30 11 0.633333333333333 -1.72727272727273 0.59603956067927 -0.0331133089266261 0.366666666666667 2.72727272727273 2.5 0.916666666666667 ; 23 51
13 19 -0.461538461538462 0.315789473684211 -0.264860111628623 -0.0961594035849142 1.46153846153846 0.684210526315789 0.579839429081178 0.847457627118644 ; 11 21
12 1 0.916666666666667 -11 0.46566339645709 -0.0742101688717028 0.0833333333333333 12 15.3185695103731 1.27654745919776 ; 13 21 33 43 53
10 1 0.9 -9 0.182175896140707 -0.0739735579603441 0.1 10 4.46030330062444 0.446030330062444 ; 11 21 32 52
45 12 0.733333333333333 -2.75 0.909870162371853 -0.102232602513691 0.266666666666667 3.75 2.93478260869565 0.782608695652174 ; 43 53
12 1 0.916666666666667 -11 0.361206977288302 -0.0684741717596815 0.0833333333333333 12 5.61680882047015 0.468067401705846 ; 13 21 43 53
17 18 -0.0588235294117647 0.0555555555555556 -0.014297430984443 0.0154888835664799 1.05882352941176 0.944444444444444 0.97254004576659 1.02974828375286 ; 21 43
18 19 -0.0555555555555556 0.0526315789473684 -0.0518785847899556 -0.0230571487955358 1.05555555555556 0.947368421052632 0.909090909090909 0.95959595959596 ; 13 42
18 0 1 Inf 0.519039317041704 -0.0859618371030976 0 Inf 21.6770740410348 0 ; 11 22 31 41 51
27 18 0.333333333333333 -0.5 0.173859747502667 -0.0826546340586452 0.666666666666667 1.5 1.29186602870813 0.861244019138756 ; 22 33
12 13 -0.0833333333333333 0.0769230769230769 -0.262714492984284 -0.234282188548756 1.08333333333333 0.923076923076923 0.564971751412429 0.612052730696799 ; 11 42
30 11 0.633333333333333 -1.72727272727273 0.59603956067927 -0.0331133089266261 0.366666666666667 2.72727272727273 2.5 0.916666666666667 ; 23 41
31 0 1 Inf 0.677494544757338 -0.113919828598821 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 0 1 Inf 0.697503884014663 -0.0623027046221653 0 Inf 17.1610169491525 0 ; 11 23 31 51
47 4 0.914893617021277 -10.75 0.860880012447591 -0.0684843912306017 0.0851063829787234 11.75 7.16949152542373 0.610169491525424 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.0859978911070006 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 4 0.666666666666667 -2 0.187355372236386 -0.0588331964165293 0.333333333333333 3 1.94931773879142 0.649772579597141 ; 22 32 42
21 11 0.476190476190476 -0.909090909090909 0.347445625708147 0.00681265932761073 0.523809523809524 1.90909090909091 1.94444444444444 1.01851851851852 ; 12 32
21 4 0.80952380952381 -4.25 0.526447249252811 -0.0397267654498405 0.19047619047619 5.25 5.40123456790124 1.02880658436214 ; 12 32 42
30 10 0.666666666666667 -2 0.59603956067927 -0.0662266178532522 0.333333333333333 3 2.5 0.833333333333333 ; 23 31
37 5 0.864864864864865 -6.4 0.706805826748108 -0.065788637997587 0.135135135135135 7.4 6.58102766798419 0.889328063241107 ; 13 43 53
18 2 0.888888888888889 -8 0.313909448441731 -0.0743622062330753 0.111111111111111 9 2.84210526315789 0.315789473684211 ; 22 31 41
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0973759487498427 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 51
13 2 0.846153846153846 -5.5 0.380492467614864 -0.080557597405364 0.153846153846154 6.5 5.08916920400174 0.78294910830796 ; 13 21 33 53
47 3 0.936170212765957 -14.6666666666667 0.860880012447591 -0.0784843912306017 0.0638297872340425 15.6666666666667 7.16949152542373 0.457627118644068 ; 11 41 51
11 20 -0.818181818181818 0.45 -0.25090634738361 0.00965024413013886 1.81818181818182 0.55 0.559322033898305 1.01694915254237 ; 11 52
39 17 0.564102564102564 -1.29411764705882 0.606503825175203 -0.0391292790435615 0.435897435897436 2.29411764705882 2.12727272727273 0.927272727272727 ; 13 53
27 0 1 Inf 0.697503884014663 -0.0617838198010609 0 Inf 17.1610169491525 0 ; 11 23 41 51
18 5 0.722222222222222 -2.6 0.222008262583023 -0.0973142504341805 0.277777777777778 3.6 2.4085637823372 0.669045495093667 ; 11 22 41
50 17 0.66 -1.94117647058824 1 0.01 0.34 2.94117647058824 3 1.02 ; 31 41
45 12 0.733333333333333 -2.75 0.87287156094397 -0.127293769304329 0.266666666666667 3.75 2.77777777777778 0.740740740740741 ; 32 42
27 3 0.888888888888889 -8 0.599221241579107 -0.0501292189462095 0.111111111111111 9 5.72033898305085 0.635593220338983 ; 11 23 51
47 4 0.914893617021277 -10.75 0.860880012447591 -0.0481346353607406 0.0851063829787234 11.75 7.16949152542373 0.610169491525424 ; 11 31 41
12 10 0.166666666666667 -0.2 -0.135850023855518 -0.196227812235748 0.833333333333333 1.2 0.727272727272727 0.606060606060606 ; 13 32
12 12 0 0 -0.0388709971513682 -0.0388709971513682 1 1 0.909090909090909 0.909090909090909 ; 12 33
18 3 0.833333333333333 -5 0.386308295061732 -0.063051158250531 0.166666666666667 6 3.65497076023392 0.60916179337232 ; 12 21 42
24 16 0.333333333333333 -0.5 0.194206770872017 -0.0440837455353659 0.666666666666667 1.5 1.37299771167048 0.915331807780321 ; 22 43
23 10 0.565217391304348 -1.3 0.364246398192887 -0.0662266178532522 0.434782608695652 2.3 1.91666666666667 0.833333333333333 ; 12 52
23 6 0.739130434782609 -2.83333333333333 0.416585356643629 -0.0196362886789491 0.260869565217391 3.83333333333333 3.94736842105263 1.02974828375286 ; 22 43 53
