30 0 1 Inf 0.730693040452846 -0.0328932845199189 0 Inf 7.5 0 ; 23 41 51
44 1 0.977272727272727 -43 0.893725749918909 -0.122114811422555 0.0227272727272727 44 8.14814814814815 0.185185185185185 ; 32 42 52
11 2 0.818181818181818 -4.5 0.133241806221576 -0.135012545133157 0.181818181818182 5.5 1.55367231638418 0.282485875706215 ; 11 42 52
18 3 0.833333333333333 -5 0.404701496513842 -0.0269356939490089 0.166666666666667 6 7.2256913470116 1.2042818911686 ; 11 22 31 51
47 20 0.574468085106383 -1.35 0.791320018671387 0.00965024413013886 0.425531914893617 2.35 2.38983050847458 1.01694915254237 ; 11 51
12 3 0.75 -3 0.197532073835983 -0.150060687811772 0.25 4 1.87226960682338 0.468067401705846 ; 13 21 43
24 20 0.166666666666667 -0.2 0.145679136687016 0.0291358273374033 0.833333333333333 1.2 1.26315789473684 1.05263157894737 ; 22 53
16 20 -0.25 0.2 -0.0684762383262326 0.0489115988044518 1.25 0.8 0.872727272727273 1.09090909090909 ; 13 52
16 1 0.9375 -15 0.478925825411959 -0.078687838109492 0.0625 16 9.74658869395712 0.60916179337232 ; 12 21 42 52
21 15 0.285714285714286 -0.4 0.0582716546748065 -0.116543309349613 0.714285714285714 1.4 1.10526315789474 0.789473684210526 ; 21 53
20 0 1 Inf 0.44852772186809 -0.0491022444685579 0 Inf 9.36134803411692 0 ; 13 22 43 53
45 6 0.866666666666667 -6.5 0.894635505056936 0.0246753426196991 0.133333333333333 7.5 8.00395256916996 1.06719367588933 ; 33 43 53
18 8 0.555555555555556 -1.25 0.313909448441731 0.00419750599593008 0.444444444444444 2.25 2.84210526315789 1.26315789473684 ; 22 41 51
18 16 0.111111111111111 -0.125 -0.0291358273374033 -0.0874074820122098 0.888888888888889 1.125 0.947368421052632 0.842105263157895 ; 22 51
50 3 0.94 -15.6666666666667 1 -0.02 0.06 16.6666666666667 9 0.54 ; 31 41 51
14 5 0.642857142857143 -1.8 0.212951067119622 -0.112271137868358 0.357142857142857 2.8 2.04678362573099 0.730994152046784 ; 22 42 52
50 13 0.74 -2.84615384615385 1 -0.11 0.26 3.84615384615385 3 0.78 ; 31 51
34 1 0.970588235294118 -33 0.616852624040045 -0.15059716515549 0.0294117647058824 34 4.97076023391813 0.146198830409357 ; 21 42 52
24 8 0.666666666666667 -2 0.406504100730533 -0.00153573597226337 0.333333333333333 3 3.44497607655502 1.14832535885167 ; 22 33 53
44 12 0.727272727272727 -2.66666666666667 0.894959429780133 -0.0925820099772551 0.272727272727273 3.66666666666667 2.93333333333333 0.8 ; 32 52
47 1 0.978723404255319 -46 0.895660009335693 -0.0293004882602777 0.0212765957446809 47 21.5084745762712 0.457627118644068 ; 11 31 41 51
18 20 -0.111111111111111 0.1 -0.0291358273374033 0.0291358273374033 1.11111111111111 0.9 0.947368421052632 1.05263157894737 ; 22 31
12 14 -0.166666666666667 0.142857142857143 -0.169753409684498 -0.110190809795201 1.16666666666667 0.857142857142857 0.677966101694915 0.790960451977401 ; 11 32
30 1 0.966666666666667 -29 0.730693040452846 -0.0828932845199189 0.0333333333333333 30 7.5 0.25 ; 23 31 41
15 3 0.8 -4 0.364583384153451 0.0233194443462022 0.2 5 3.65497076023392 0.730994152046784 ; 12 21 32
12 1 0.916666666666667 -11 0.404162067130837 -0.0791620916530955 0.0833333333333333 12 6.06060606060606 0.505050505050505 ; 13 32 42 52
23 16 0.304347826086957 -0.4375 0.0598533556976396 -0.139657829961159 0.695652173913043 1.4375 1.10047846889952 0.76555023923445 ; 21 33
17 1 0.941176470588235 -16 0.464622349093135 -0.0625317382902758 0.0588235294117647 17 7.95714582899938 0.468067401705846 ; 21 33 43 53
15 2 0.866666666666667 -6.5 0.464998898415737 -0.0225315841165064 0.133333333333333 7.5 10.9649122807018 1.46198830409357 ; 12 21 32 52
23 1 0.956521739130435 -22 0.532942028372085 -0.023786963766867 0.0434782608695652 23 10.7655502392345 0.468067401705846 ; 22 33 43 53
12 0 1 Inf 0.375638082695384 -0.113206141414461 0 Inf 5.84795321637427 0 ; 22 32 42 52
21 3 0.857142857142857 -6 0.45206357718608 -0.0125029959071854 0.142857142857143 7 8.22096563723358 1.17442366246194 ; 13 22 33 53
16 4 0.75 -3 0.367003309768784 -0.0340916007149522 0.25 4 3.50877192982456 0.877192982456141 ; 12 21 52
12 3 0.75 -3 0.230211055866128 -0.049777180279402 0.25 4 2.18181818181818 0.545454545454546 ; 13 32 52
27 2 0.925925925925926 -12.5 0.599221241579107 -0.0595500949810398 0.0740740740740741 13.5 5.72033898305085 0.423728813559322 ; 11 23 41
15 1 0.933333333333333 -14 0.470970079589517 -0.0366838211951044 0.0666666666666667 15 10.1526965562053 0.676846437080355 ; 12 21 32 42
37 12 0.675675675675676 -2.08333333333333 0.604043492697268 -0.146010513135432 0.324324324324324 3.08333333333333 2.19367588932806 0.711462450592885 ; 13 43
24 1 0.958333333333333 -23 0.414043151057241 -0.090628503333301 0.0416666666666667 24 3.74453921364677 0.156022467235282 ; 22 33 43
30 1 0.966666666666667 -29 0.730693040452846 -0.102893284519919 0.0333333333333333 30 7.5 0.25 ; 23 31 51
31 6 0.806451612903226 -4.16666666666667 0.592858415180324 -0.0504477339769184 0.193548387096774 5.16666666666667 5.43859649122807 1.05263157894737 ; 21 32 52
49 20 0.591836734693878 -1.45 0.899973418001914 0.0489115988044518 0.408163265306122 2.45 2.67272727272727 1.09090909090909 ; 33 53
12 2 0.833333333333333 -5 0.146801219425062 -0.0808108654296768 0.166666666666667 6 1.88323917137476 0.313873195229128 ; 11 32 42
20 6 0.7 -2.33333333333333 0.339366142791453 -0.0690965135021068 0.3 3.33333333333333 2.87081339712919 0.861244019138756 ; 21 33 53
47 19 0.595744680851064 -1.47368421052632 0.791320018671387 -0.0193004882602777 0.404255319148936 2.47368421052632 2.38983050847458 0.966101694915254 ; 11 31
38 16 0.578947368421053 -1.375 0.500174203026464 -0.129335663482816 0.421052631578947 2.375 1.85185185185185 0.779727095516569 ; 21 42
18 19 -0.0555555555555556 0.0526315789473684 -0.0291358273374033 0 1.05555555555556 0.947368421052632 0.947368421052632 1 ; 22 41
18 2 0.888888888888889 -8 0.404701496513842 -0.021668268540585 0.111111111111111 9 7.2256913470116 0.8028545941124 ; 11 22 31 41
10 3 0.7 -2.33333333333333 -0.0262430163170616 -0.135575546066919 0.3 3.33333333333333 1.33809099018733 0.4014272970562 ; 11 21 52
19 23 -0.210526315789474 0.173913043478261 -0.0961594035849142 0.0163077351108919 1.21052631578947 0.826086956521739 0.847457627118644 1.02586975914362 ; 11 22
13 4 0.692307692307692 -2.25 0.222541879881712 -0.0987252598952492 0.307692307692308 3.25 1.86602870813397 0.574162679425837 ; 13 21 53
24 11 0.541666666666667 -1.18181818181818 0.359024561106316 -0.0637398677326431 0.458333333333333 2.18181818181818 1.85185185185185 0.848765432098766 ; 12 42
30 0 1 Inf 0.798019780339635 -0.0596699633899391 0 Inf 22.5 0 ; 23 31 41 51
37 2 0.945945945945946 -17.5 0.758326037564629 -0.0242075687662971 0.0540540540540541 18.5 17.9482572763205 0.970176068990299 ; 13 33 43 53
20 0 1 Inf 0.455423046936445 -0.0699717587225708 0 Inf 8.51031639465174 0 ; 13 22 33 43
11 5 0.545454545454545 -1.2 0.00398829479555607 -0.030438494657549 0.454545454545455 2.2 1.6354445435623 0.743383883437407 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.0960935658512978 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 2 0.888888888888889 -8 0.485432086331298 -0.0197119424458011 0.111111111111111 9 8.52631578947368 0.947368421052632 ; 22 31 41 51
29 21 0.275862068965517 -0.380952380952381 0.230862943405181 0.0028501597951257 0.724137931034483 1.38095238095238 1.38755980861244 1.00478468899522 ; 13 22
30 9 0.7 -2.33333333333333 0.59603956067927 -0.0993399267798783 0.3 3.33333333333333 2.5 0.75 ; 23 51
13 20 -0.538461538461538 0.35 -0.264860111628623 -0.0680426189109627 1.53846153846154 0.65 0.579839429081178 0.892060660124889 ; 11 21
12 0 1 Inf 0.46566339645709 -0.0705618102208437 0 Inf 15.3185695103731 0 ; 13 21 33 43 53
10 2 0.8 -4 0.182175896140707 -0.0870969188732826 0.2 5 4.46030330062444 0.892060660124889 ; 11 21 32 52
45 17 0.622222222222222 -1.64705882352941 0.909870162371853 0.0511163012568457 0.377777777777778 2.64705882352941 2.93478260869565 1.10869565217391 ; 43 53
12 1 0.916666666666667 -11 0.361206977288302 -0.0973475516423858 0.0833333333333333 12 5.61680882047015 0.468067401705846 ; 13 21 43 53
17 11 0.352941176470588 -0.545454545454545 -0.014297430984443 -0.19301531828998 0.647058823529412 1.54545454545455 0.97254004576659 0.62929061784897 ; 21 43
18 18 0 0 -0.0518785847899556 -0.0518785847899556 1 1 0.909090909090909 0.909090909090909 ; 13 42
18 1 0.944444444444444 -17 0.519039317041704 -0.0217766849125581 0.0555555555555556 18 21.6770740410348 1.2042818911686 ; 11 22 31 41 51
27 18 0.333333333333333 -0.5 0.173859747502667 -0.0826546340586452 0.666666666666667 1.5 1.29186602870813 0.861244019138756 ; 22 33
12 20 -0.666666666666667 0.4 -0.262714492984284 -0.0352560575000555 1.66666666666667 0.6 0.564971751412429 0.941619585687382 ; 11 42
30 9 0.7 -2.33333333333333 0.59603956067927 -0.0993399267798783 0.3 3.33333333333333 2.5 0.75 ; 23 41
31 0 1 Inf 0.677494544757338 -0.0924068816173303 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 1 0.962962962962963 -26 0.697503884014663 -0.0485812950702682 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 31 51
47 6 0.872340425531915 -6.83333333333333 0.860880012447591 -0.0398834147100463 0.127659574468085 7.83333333333333 7.16949152542373 0.915254237288136 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.0602027460204908 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 3 0.75 -3 0.187355372236386 -0.0977782779544212 0.25 4 1.94931773879142 0.487329434697856 ; 22 32 42
21 10 0.523809523809524 -1.1 0.347445625708147 -0.0272506373104429 0.476190476190476 2.1 1.94444444444444 0.925925925925926 ; 12 32
21 4 0.80952380952381 -4.25 0.526447249252811 -0.0626587446789535 0.19047619047619 5.25 5.40123456790124 1.02880658436214 ; 12 32 42
30 9 0.7 -2.33333333333333 0.59603956067927 -0.0993399267798783 0.3 3.33333333333333 2.5 0.75 ; 23 31
37 3 0.918918918918919 -11.3333333333333 0.706805826748108 -0.0544568167349397 0.0810810810810811 12.3333333333333 6.58102766798419 0.533596837944664 ; 13 43 53
18 6 0.666666666666667 -2 0.313909448441731 -0.00695472422086558 0.333333333333333 3 2.84210526315789 0.947368421052632 ; 22 31 41
18 5 0.722222222222222 -2.6 0.222008262583023 -0.020483167590393 0.277777777777778 3.6 2.4085637823372 0.669045495093667 ; 11 22 51
13 1 0.923076923076923 -12 0.380492467614864 -0.0652844499729451 0.0769230769230769 13 5.08916920400174 0.39147455415398 ; 13 21 33 53
47 6 0.872340425531915 -6.83333333333333 0.860880012447591 0.00116585289953713 0.127659574468085 7.83333333333333 7.16949152542373 0.915254237288136 ; 11 41 51
11 13 -0.181818181818182 0.153846153846154 -0.25090634738361 -0.193004882602777 1.18181818181818 0.846153846153846 0.559322033898305 0.661016949152542 ; 11 52
39 16 0.58974358974359 -1.4375 0.606503825175203 -0.0684762383262326 0.41025641025641 2.4375 2.12727272727273 0.872727272727273 ; 13 53
27 0 1 Inf 0.697503884014663 -0.0280566612654765 0 Inf 17.1610169491525 0 ; 11 23 41 51
18 7 0.611111111111111 -1.57142857142857 0.222008262583023 -0.0299483167735452 0.388888888888889 2.57142857142857 2.4085637823372 0.936663693131133 ; 11 22 41
50 15 0.7 -2.33333333333333 1 -0.05 0.3 3.33333333333333 3 0.9 ; 31 41
45 13 0.711111111111111 -2.46153846153846 0.87287156094397 -0.0969857289937744 0.288888888888889 3.46153846153846 2.77777777777778 0.802469135802469 ; 32 42
27 5 0.814814814814815 -4.4 0.599221241579107 -0.0209491184604843 0.185185185185185 5.4 5.72033898305085 1.05932203389831 ; 11 23 51
47 5 0.893617021276596 -8.4 0.860880012447591 -0.0584843912306017 0.106382978723404 9.4 7.16949152542373 0.76271186440678 ; 11 31 41
12 13 -0.0833333333333333 0.0769230769230769 -0.135850023855518 -0.105661129665403 1.08333333333333 0.923076923076923 0.727272727272727 0.787878787878788 ; 13 32
12 11 0.0833333333333333 -0.0909090909090909 -0.0388709971513682 -0.0712634947775084 0.916666666666667 1.09090909090909 0.909090909090909 0.833333333333333 ; 12 33
18 5 0.722222222222222 -2.6 0.386308295061732 -0.0609281685333083 0.277777777777778 3.6 3.65497076023392 1.01526965562053 ; 12 21 42
24 12 0.5 -1 0.194206770872017 -0.163229003739057 0.5 2 1.37299771167048 0.68649885583524 ; 22 43
23 13 0.434782608695652 -0.769230769230769 0.364246398192887 0.0331133089266261 0.565217391304348 1.76923076923077 1.91666666666667 1.08333333333333 ; 12 52
23 4 0.826086956521739 -4.75 0.416585356643629 -0.0276589583816028 0.173913043478261 5.75 3.94736842105263 0.68649885583524 ; 22 43 53
