30 0 1 Inf 0.730693040452846 -0.0849688238043362 0 Inf 7.5 0 ; 23 41 51
30 0 1 Inf 0.798019780339635 -0.0896699633899391 0 Inf 22.5 0 ; 23 31 41 51
37 2 0.945945945945946 -17.5 0.758326037564629 -0.0935670067631856 0.0540540540540541 18.5 17.9482572763205 0.970176068990299 ; 13 33 43 53
20 0 1 Inf 0.455423046936445 -0.0890433956125279 0 Inf 8.51031639465174 0 ; 13 22 33 43
11 7 0.363636363636364 -0.571428571428571 0.00398829479555607 -0.0302009981271066 0.636363636363636 1.57142857142857 1.6354445435623 1.04073743681237 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.061915056073502 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 0 1 Inf 0.485432086331298 -0.0982716546748065 0 Inf 8.52631578947368 0 ; 22 31 41 51
29 20 0.310344827586207 -0.45 0.230862943405181 -0.0256514381561313 0.689655172413793 1.45 1.38755980861244 0.956937799043062 ; 13 22
30 5 0.833333333333333 -5 0.59603956067927 -0.231793162486383 0.166666666666667 6 2.5 0.416666666666667 ; 23 51
13 19 -0.461538461538462 0.315789473684211 -0.264860111628623 -0.0961594035849142 1.46153846153846 0.684210526315789 0.579839429081178 0.847457627118644 ; 11 21
12 0 1 Inf 0.46566339645709 -0.0798011935583361 0 Inf 15.3185695103731 0 ; 13 21 33 43 53
10 0 1 Inf 0.182175896140707 -0.0639407570703954 0 Inf 4.46030330062444 0 ; 11 21 32 52
45 15 0.666666666666667 -2 0.909870162371853 -0.0102232602513691 0.333333333333333 3 2.93478260869565 0.978260869565218 ; 43 53
12 1 0.916666666666667 -11 0.361206977288302 -0.0628924784595604 0.0833333333333333 12 5.61680882047015 0.468067401705846 ; 13 21 43 53
17 17 0 0 -0.014297430984443 -0.014297430984443 1 1 0.97254004576659 0.97254004576659 ; 21 43
18 14 0.222222222222222 -0.285714285714286 -0.0518785847899556 -0.167164328767635 0.777777777777778 1.28571428571429 0.909090909090909 0.707070707070707 ; 13 42
18 0 1 Inf 0.519039317041704 -0.112005031749 0 Inf 21.6770740410348 0 ; 11 22 31 41 51
27 16 0.407407407407407 -0.6875 0.173859747502667 -0.139657829961159 0.592592592592593 1.6875 1.29186602870813 0.76555023923445 ; 22 33
12 20 -0.666666666666667 0.4 -0.262714492984284 -0.0352560575000555 1.66666666666667 0.6 0.564971751412429 0.941619585687382 ; 11 42
30 11 0.633333333333333 -1.72727272727273 0.59603956067927 -0.0331133089266261 0.366666666666667 2.72727272727273 2.5 0.916666666666667 ; 23 41
31 0 1 Inf 0.677494544757338 -0.0750132340152024 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 0 1 Inf 0.697503884014663 -0.128347124598196 0 Inf 17.1610169491525 0 ; 11 23 31 51
47 2 0.957446808510638 -22.5 0.860880012447591 -0.156036100141574 0.0425531914893617 23.5 7.16949152542373 0.305084745762712 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.0725772124582238 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 7 0.416666666666667 -0.714285714285714 0.187355372236386 -0.000247406494675649 0.583333333333333 1.71428571428571 1.94931773879142 1.137102014295 ; 22 32 42
21 10 0.523809523809524 -1.1 0.347445625708147 -0.0272506373104429 0.476190476190476 2.1 1.94444444444444 0.925925925925926 ; 12 32
21 0 1 Inf 0.526447249252811 -0.105281765462392 0 Inf 5.40123456790124 0 ; 12 32 42
30 11 0.633333333333333 -1.72727272727273 0.59603956067927 -0.0331133089266261 0.366666666666667 2.72727272727273 2.5 0.916666666666667 ; 23 31
37 4 0.891891891891892 -8.25 0.706805826748108 -0.0744665366039201 0.108108108108108 9.25 6.58102766798419 0.711462450592886 ; 13 43 53
18 2 0.888888888888889 -8 0.313909448441731 -0.124074148678876 0.111111111111111 9 2.84210526315789 0.315789473684211 ; 22 31 41
18 1 0.944444444444444 -17 0.222008262583023 -0.144824410993578 0.0555555555555556 18 2.4085637823372 0.133809099018733 ; 11 22 51
13 0 1 Inf 0.380492467614864 -0.0702443162683448 0 Inf 5.08916920400174 0 ; 13 21 33 53
47 3 0.936170212765957 -14.6666666666667 0.860880012447591 -0.115686344271713 0.0638297872340425 15.6666666666667 7.16949152542373 0.457627118644068 ; 11 41 51
11 16 -0.454545454545455 0.3125 -0.25090634738361 -0.106152685431527 1.45454545454545 0.6875 0.559322033898305 0.813559322033898 ; 11 52
39 14 0.641025641025641 -1.78571428571429 0.606503825175203 -0.127170156891575 0.358974358974359 2.78571428571429 2.12727272727273 0.763636363636364 ; 13 53
27 0 1 Inf 0.697503884014663 -0.108172246663265 0 Inf 17.1610169491525 0 ; 11 23 41 51
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0868612478970827 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 41
50 13 0.74 -2.84615384615385 1 -0.11 0.26 3.84615384615385 3 0.78 ; 31 41
45 12 0.733333333333333 -2.75 0.87287156094397 -0.127293769304329 0.266666666666667 3.75 2.77777777777778 0.740740740740741 ; 32 42
27 0 1 Inf 0.599221241579107 -0.173255828540479 0 Inf 5.72033898305085 0 ; 11 23 51
47 3 0.936170212765957 -14.6666666666667 0.860880012447591 -0.0977848794908795 0.0638297872340425 15.6666666666667 7.16949152542373 0.457627118644068 ; 11 31 41
12 17 -0.416666666666667 0.294117647058824 -0.135850023855518 0.0150944470950575 1.41666666666667 0.705882352941177 0.727272727272727 1.03030303030303 ; 13 32
12 10 0.166666666666667 -0.2 -0.0388709971513682 -0.103655992403649 0.833333333333333 1.2 0.909090909090909 0.757575757575758 ; 12 33
18 1 0.944444444444444 -17 0.386308295061732 -0.0862740610709257 0.0555555555555556 18 3.65497076023392 0.203053931124107 ; 12 21 42
24 19 0.208333333333333 -0.263157894736842 0.194206770872017 0.0452751981174028 0.791666666666667 1.26315789473684 1.37299771167048 1.08695652173913 ; 22 43
23 11 0.521739130434783 -1.09090909090909 0.364246398192887 -0.0331133089266261 0.478260869565217 2.09090909090909 1.91666666666667 0.916666666666667 ; 12 52
23 7 0.695652173913043 -2.28571428571429 0.416585356643629 -0.0271637904945265 0.304347826086957 3.28571428571429 3.94736842105263 1.20137299771167 ; 22 43 53
