30 0 1 Inf 0.730693040452846 -0.123931054162128 0 Inf 7.5 0 ; 23 41 51
20 0 1 Inf 0.529456482385466 -0.0647920165653196 0 Inf 25.5309491839552 0 ; 13 22 33 43 53
11 3 0.727272727272727 -2.66666666666667 -0.00913346719548128 -0.125097720746285 0.272727272727273 3.66666666666667 1.36287045296858 0.371691941718704 ; 11 21 42
11 4 0.636363636363636 -1.75 0.158099890904008 -0.0743842260268343 0.363636363636364 2.75 1.86440677966102 0.677966101694915 ; 11 32 52
34 18 0.470588235294118 -0.888888888888889 0.437037410061049 -0.0291358273374033 0.529411764705882 1.88888888888889 1.78947368421053 0.947368421052632 ; 21 52
10 15 -0.5 0.333333333333333 -0.0662266178532522 0.0993399267798783 1.5 0.666666666666667 0.833333333333333 1.25 ; 12 53
10 0 1 Inf 0.17867948668727 -0.0853529709141426 0 Inf 3.71691941718704 0 ; 11 21 42 52
44 1 0.977272727272727 -43 0.893725749918909 -0.0928362387670706 0.0227272727272727 44 8.14814814814815 0.185185185185185 ; 32 42 52
11 3 0.727272727272727 -2.66666666666667 0.133241806221576 -0.0950354718620982 0.272727272727273 3.66666666666667 1.55367231638418 0.423728813559322 ; 11 42 52
18 1 0.944444444444444 -17 0.404701496513842 -0.0312928430339269 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 51
47 18 0.617021276595745 -1.61111111111111 0.791320018671387 -0.0482512206506943 0.382978723404255 2.61111111111111 2.38983050847458 0.915254237288136 ; 11 51
12 4 0.666666666666667 -2 0.197532073835983 -0.0510573143869939 0.333333333333333 3 1.87226960682338 0.624089868941128 ; 13 21 43
24 12 0.5 -1 0.145679136687016 -0.203950791361823 0.5 2 1.26315789473684 0.631578947368421 ; 22 53
16 14 0.125 -0.142857142857143 -0.0684762383262326 -0.127170156891575 0.875 1.14285714285714 0.872727272727273 0.763636363636364 ; 13 52
16 0 1 Inf 0.478925825411959 -0.0980176855952474 0 Inf 9.74658869395712 0 ; 12 21 42 52
21 14 0.333333333333333 -0.5 0.0582716546748065 -0.145679136687016 0.666666666666667 1.5 1.10526315789474 0.736842105263158 ; 21 53
20 0 1 Inf 0.44852772186809 -0.0823453401218026 0 Inf 9.36134803411692 0 ; 13 22 43 53
45 5 0.888888888888889 -8 0.894635505056936 -0.0344595164361219 0.111111111111111 9 8.00395256916996 0.889328063241107 ; 33 43 53
18 4 0.777777777777778 -3.5 0.313909448441731 -0.153498033570479 0.222222222222222 4.5 2.84210526315789 0.631578947368421 ; 22 41 51
18 11 0.388888888888889 -0.636363636363636 -0.0291358273374033 -0.233086618699226 0.611111111111111 1.63636363636364 0.947368421052632 0.578947368421053 ; 22 51
50 3 0.94 -15.6666666666667 1 -0.12 0.06 16.6666666666667 9 0.54 ; 31 41 51
14 5 0.642857142857143 -1.8 0.212951067119622 -0.0822866128228457 0.357142857142857 2.8 2.04678362573099 0.730994152046784 ; 22 42 52
50 17 0.66 -1.94117647058824 1 0.01 0.34 2.94117647058824 3 1.02 ; 31 51
34 4 0.882352941176471 -7.5 0.616852624040045 -0.0918246411032894 0.117647058823529 8.5 4.97076023391813 0.584795321637427 ; 21 42 52
24 2 0.916666666666667 -11 0.406504100730533 -0.128142874343124 0.0833333333333333 12 3.44497607655502 0.287081339712919 ; 22 33 53
44 11 0.75 -3 0.894959429780133 -0.123442679969674 0.25 4 2.93333333333333 0.733333333333333 ; 32 52
47 1 0.978723404255319 -46 0.895660009335693 -0.093775854455486 0.0212765957446809 47 21.5084745762712 0.457627118644068 ; 11 31 41 51
18 22 -0.222222222222222 0.181818181818182 -0.0291358273374033 0.0874074820122098 1.22222222222222 0.818181818181818 0.947368421052632 1.15789473684211 ; 22 31
12 15 -0.25 0.2 -0.169753409684498 -0.0804095098505518 1.25 0.8 0.677966101694915 0.847457627118644 ; 11 32
30 1 0.966666666666667 -29 0.730693040452846 -0.109779975593293 0.0333333333333333 30 7.5 0.25 ; 23 31 41
15 1 0.933333333333333 -14 0.364583384153451 -0.0995790120594178 0.0666666666666667 15 3.65497076023392 0.243664717348928 ; 12 21 32
12 0 1 Inf 0.404162067130837 -0.0984454275744782 0 Inf 6.06060606060606 0 ; 13 32 42 52
23 16 0.304347826086957 -0.4375 0.0598533556976396 -0.139657829961159 0.695652173913043 1.4375 1.10047846889952 0.76555023923445 ; 21 33
17 0 1 Inf 0.464622349093135 -0.0622044387316769 0 Inf 7.95714582899938 0 ; 21 33 43 53
15 0 1 Inf 0.464998898415737 -0.0862570268897637 0 Inf 10.9649122807018 0 ; 12 21 32 52
23 0 1 Inf 0.532942028372085 -0.0723446200440332 0 Inf 10.7655502392345 0 ; 22 33 43 53
12 0 1 Inf 0.375638082695384 -0.0883154154785086 0 Inf 5.84795321637427 0 ; 22 32 42 52
21 0 1 Inf 0.45206357718608 -0.0853791459582587 0 Inf 8.22096563723358 0 ; 13 22 33 53
16 2 0.875 -7 0.367003309768784 -0.0926760499554588 0.125 8 3.50877192982456 0.43859649122807 ; 12 21 52
12 2 0.833333333333333 -5 0.230211055866128 -0.108695024112179 0.166666666666667 6 2.18181818181818 0.363636363636364 ; 13 32 52
27 3 0.888888888888889 -8 0.599221241579107 -0.0808535293209496 0.111111111111111 9 5.72033898305085 0.635593220338983 ; 11 23 41
15 0 1 Inf 0.470970079589517 -0.0978507234863771 0 Inf 10.1526965562053 0 ; 12 21 32 42
37 14 0.621621621621622 -1.64285714285714 0.604043492697268 -0.0860061926688163 0.378378378378378 2.64285714285714 2.19367588932806 0.8300395256917 ; 13 43
24 5 0.791666666666667 -3.8 0.414043151057241 -0.0509134172654038 0.208333333333333 4.8 3.74453921364677 0.78011233617641 ; 22 33 43
30 4 0.866666666666667 -6.5 0.730693040452846 -0.0408177452355015 0.133333333333333 7.5 7.5 1 ; 23 31 51
31 5 0.838709677419355 -5.2 0.592858415180324 -0.0918208327124067 0.161290322580645 6.2 5.43859649122807 0.87719298245614 ; 21 32 52
49 15 0.693877551020408 -2.26666666666667 0.899973418001914 -0.0978231976089037 0.306122448979592 3.26666666666667 2.67272727272727 0.818181818181818 ; 33 53
12 3 0.75 -3 0.146801219425062 -0.108168259403823 0.25 4 1.88323917137476 0.470809792843691 ; 11 32 42
20 2 0.9 -9 0.339366142791453 -0.12772005475236 0.1 10 2.87081339712919 0.287081339712919 ; 21 33 53
47 18 0.617021276595745 -1.61111111111111 0.791320018671387 -0.0482512206506943 0.382978723404255 2.61111111111111 2.38983050847458 0.915254237288136 ; 11 31
38 15 0.605263157894737 -1.53333333333333 0.500174203026464 -0.157949748324146 0.394736842105263 2.53333333333333 1.85185185185185 0.730994152046784 ; 21 42
18 16 0.111111111111111 -0.125 -0.0291358273374033 -0.0874074820122098 0.888888888888889 1.125 0.947368421052632 0.842105263157895 ; 22 41
18 1 0.944444444444444 -17 0.404701496513842 -0.0566632310495631 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 41
10 4 0.6 -1.5 -0.0262430163170616 -0.0294540499448974 0.4 2.5 1.33809099018733 0.535236396074933 ; 11 21 52
19 24 -0.263157894736842 0.208333333333333 -0.0961594035849142 0.0444245197848434 1.26315789473684 0.791666666666667 0.847457627118644 1.07047279214987 ; 11 22
13 1 0.923076923076923 -12 0.222541879881712 -0.108718989451522 0.0769230769230769 13 1.86602870813397 0.143540669856459 ; 13 21 53
24 11 0.541666666666667 -1.18181818181818 0.359024561106316 -0.0637398677326431 0.458333333333333 2.18181818181818 1.85185185185185 0.848765432098766 ; 12 42
30 0 1 Inf 0.798019780339635 -0.0986321937477305 0 Inf 22.5 0 ; 23 31 41 51
37 2 0.945945945945946 -17.5 0.758326037564629 -0.0390960601064529 0.0540540540540541 18.5 17.9482572763205 0.970176068990299 ; 13 33 43 53
20 2 0.9 -9 0.455423046936445 -0.0447949165960507 0.1 10 8.51031639465174 0.851031639465174 ; 13 22 33 43
11 5 0.545454545454545 -1.2 0.00398829479555607 -0.0810731116392355 0.454545454545455 2.2 1.6354445435623 0.743383883437407 ; 11 21 32
10 0 1 Inf 0.311673290686301 -0.0905531694818444 0 Inf 12.3897313906235 0 ; 11 21 32 42 52
18 1 0.944444444444444 -17 0.485432086331298 -0.0988477697832044 0.0555555555555556 18 8.52631578947368 0.473684210526316 ; 22 31 41 51
29 18 0.379310344827586 -0.611111111111111 0.230862943405181 -0.0826546340586452 0.620689655172414 1.61111111111111 1.38755980861244 0.861244019138756 ; 13 22
30 8 0.733333333333333 -2.75 0.59603956067927 -0.132453235706504 0.266666666666667 3.75 2.5 0.666666666666667 ; 23 51
13 21 -0.615384615384615 0.380952380952381 -0.264860111628623 -0.0399258342370111 1.61538461538462 0.619047619047619 0.579839429081178 0.936663693131133 ; 11 21
12 0 1 Inf 0.46566339645709 -0.0587079077779058 0 Inf 15.3185695103731 0 ; 13 21 33 43 53
10 1 0.9 -9 0.182175896140707 -0.0691830550808435 0.1 10 4.46030330062444 0.446030330062444 ; 11 21 32 52
45 16 0.644444444444444 -1.8125 0.909870162371853 0.0204465205027383 0.355555555555556 2.8125 2.93478260869565 1.04347826086957 ; 43 53
12 0 1 Inf 0.361206977288302 -0.0627046261590272 0 Inf 5.61680882047015 0 ; 13 21 43 53
17 18 -0.0588235294117647 0.0555555555555556 -0.014297430984443 0.0154888835664799 1.05882352941176 0.944444444444444 0.97254004576659 1.02974828375286 ; 21 43
18 16 0.111111111111111 -0.125 -0.0518785847899556 -0.109521456778795 0.888888888888889 1.125 0.909090909090909 0.808080808080808 ; 13 42
18 0 1 Inf 0.519039317041704 -0.0751317225647299 0 Inf 21.6770740410348 0 ; 11 22 31 41 51
27 18 0.333333333333333 -0.5 0.173859747502667 -0.0826546340586452 0.666666666666667 1.5 1.29186602870813 0.861244019138756 ; 22 33
12 15 -0.25 0.2 -0.262714492984284 -0.177417579677699 1.25 0.8 0.564971751412429 0.706214689265537 ; 11 42
30 9 0.7 -2.33333333333333 0.59603956067927 -0.0993399267798783 0.3 3.33333333333333 2.5 0.75 ; 23 41
31 0 1 Inf 0.677494544757338 -0.0980797137988175 0 Inf 15.1072124756335 0 ; 21 32 42 52
27 1 0.962962962962963 -26 0.697503884014663 -0.0426706087932227 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 31 51
47 5 0.893617021276596 -8.4 0.860880012447591 -0.0288341471004629 0.106382978723404 9.4 7.16949152542373 0.76271186440678 ; 11 31 51
15 0 1 Inf 0.543540997460379 -0.089429781372691 0 Inf 30.458089668616 0 ; 12 21 32 42 52
12 2 0.833333333333333 -5 0.187355372236386 -0.0963085459718854 0.166666666666667 6 1.94931773879142 0.324886289798571 ; 22 32 42
21 11 0.476190476190476 -0.909090909090909 0.347445625708147 0.00681265932761073 0.523809523809524 1.90909090909091 1.94444444444444 1.01851851851852 ; 12 32
21 3 0.857142857142857 -6 0.526447249252811 -0.0412016323627507 0.142857142857143 7 5.40123456790124 0.771604938271605 ; 12 32 42
30 12 0.6 -1.5 0.59603956067927 0 0.4 2.5 2.5 1 ; 23 31
37 5 0.864864864864865 -6.4 0.706805826748108 -0.0544609565916606 0.135135135135135 7.4 6.58102766798419 0.889328063241107 ; 13 43 53
18 4 0.777777777777778 -3.5 0.313909448441731 -0.0766666666666667 0.222222222222222 4.5 2.84210526315789 0.631578947368421 ; 22 31 41
18 3 0.833333333333333 -5 0.222008262583023 -0.0789711065216923 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 51
13 0 1 Inf 0.380492467614864 -0.0851677361628766 0 Inf 5.08916920400174 0 ; 13 21 33 53
47 4 0.914893617021277 -10.75 0.860880012447591 -0.0981346353607406 0.0851063829787234 11.75 7.16949152542373 0.610169491525424 ; 11 41 51
11 19 -0.727272727272727 0.421052631578947 -0.25090634738361 -0.0193004882602777 1.72727272727273 0.578947368421053 0.559322033898305 0.966101694915254 ; 11 52
39 15 0.615384615384615 -1.6 0.606503825175203 -0.0978231976089037 0.384615384615385 2.6 2.12727272727273 0.818181818181818 ; 13 53
27 0 1 Inf 0.697503884014663 -0.0938775073866746 0 Inf 17.1610169491525 0 ; 11 23 41 51
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0497118825529646 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 41
50 9 0.82 -4.55555555555556 1 -0.23 0.18 5.55555555555556 3 0.54 ; 31 41
45 14 0.688888888888889 -2.21428571428571 0.87287156094397 -0.0666776886832199 0.311111111111111 3.21428571428571 2.77777777777778 0.864197530864198 ; 32 42
27 2 0.925925925925926 -12.5 0.599221241579107 -0.0725908107028806 0.0740740740740741 13.5 5.72033898305085 0.423728813559322 ; 11 23 51
47 3 0.936170212765957 -14.6666666666667 0.860880012447591 -0.128134635360741 0.0638297872340425 15.6666666666667 7.16949152542373 0.457627118644068 ; 11 31 41
12 14 -0.166666666666667 0.142857142857143 -0.135850023855518 -0.0754722354752877 1.16666666666667 0.857142857142857 0.727272727272727 0.848484848484849 ; 13 32
12 12 0 0 -0.0388709971513682 -0.0388709971513682 1 1 0.909090909090909 0.909090909090909 ; 12 33
18 1 0.944444444444444 -17 0.386308295061732 -0.134785106910837 0.0555555555555556 18 3.65497076023392 0.203053931124107 ; 12 21 42
24 16 0.333333333333333 -0.5 0.194206770872017 -0.0440837455353659 0.666666666666667 1.5 1.37299771167048 0.915331807780321 ; 22 43
23 10 0.565217391304348 -1.3 0.364246398192887 -0.0662266178532522 0.434782608695652 2.3 1.91666666666667 0.833333333333333 ; 12 52
23 3 0.869565217391304 -6.66666666666667 0.416585356643629 -0.0758626721314835 0.130434782608696 7.66666666666667 3.94736842105263 0.51487414187643 ; 22 43 53
